call_number,title,author,status,language,location,category
c3-6_14048_79616_L_de_1,W. R. Kellner- und Kellner,W. Köllner,대출 가능,DE,C3-6,문학
c3-6_20404_43747_L_de_1,Gastrollen des Claudius und Nero,Wolfdietrich,대출 가능,DE,C3-6,문학
c3-6_39699_07641_L_de_1,Einführung in die griechische Tragödie,J. Kadler,대출 가능,DE,C3-6,문학
c3-6_19637_72213_L_de_1,Lieder der Romantik,Heinz,대출 가능,DE,C3-6,문학
c4-0_16729_36552_L_de_1,Sämtliche Erzählungen,Robert Musil,대출 가능,DE,C4-0,문학
c4-0_25249_06138_S_de_1,Lexikon der biblischen Personen,Martin Bocian,대출 가능,DE,C4-0,기타
c4-0_37076_14874_L_de_1,Lexikon der antiken Autoren,Paul Kroh,대출 가능,DE,C4-0,문학
c4-0_55405_79603_S_de_1,Philosophisches Wörterbuch,Heinrich Schmidt,대출 가능,DE,C4-0,기타
c4-0_29763_12063_L_de_1,Die griechische Tragödie,Albin Lesky,대출 가능,DE,C4-0,문학
c4-0_89864_20556_L_de_1,Stoffe der Weltliteratur,Elisabeth Frenzel,대출 가능,DE,C4-0,문학
c4-0_01175_20556_L_de_1,Motive der Weltliteratur,Elisabeth Frenzel,대출 가능,DE,C4-0,문학
c4-0_66872_50028_S_de_1,Hauptströmungen der Gegenwartphilosophie II,Wolfgang Stegmüller,대출 가능,DE,C4-0,기타
c4-0_76203_50028_S_de_1,Hauptströmungen der Gegenwartphilosophie III,Wolfgang Stegmüller,대출 가능,DE,C4-0,기타
c4-0_29905_97987_L_de_1,Hamburgische Dramaturgie,G. E. Lessing,대출 가능,DE,C4-0,문학
c4-0_72570_42588_S_de_1,Die Gnosis,Hans Lesegang,대출 가능,DE,C4-0,기타
c4-0_36031_43772_L_de_1,Lexikon literarischer Gestalten I,Annemarie und Wolfgang Van Rinsum,대출 가능,DE,C4-0,문학
c4-0_28983_14582_SP_de_1,"Lexikon der Sprachwissenschaft - Zweite, völlig neu bearbeitete Auflage",Hadumod Bußmann,대출 가능,DE,C4-0,어학
c4-0_00434_14582_SP_de_1,Lexikon der Sprachwissenschaft,Hadumod Bußmann,대출 가능,DE,C4-0,어학
c4-0_39276_06786_S_de_1,Wörterbuch der Symbolik,Manfred Lurker,대출 가능,DE,C4-0,기타
c4-0_32686_85488_L_de_1,Formen der Literatur in Einzeldarstellungen,Otto Knörrich,대출 가능,DE,C4-0,문학
c4-0_24226_91311_L_de_1,Sachwörterbuch der Literatur,Gero von Wilpert,대출 가능,DE,C4-0,문학
c4-0_05044_75966_S_en_1,Compton's Encyclopedia 1 A-Algeb,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_53509_75966_S_en_1,Compton's Encyclopedia 2 Algezi-Arist,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_52245_75966_S_en_1,Compton's Encyclopedia 3 Arth-Aztec,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_22360_75966_S_en_1,Compton's Encyclopedia 4 B-Byzan,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_36163_75966_S_en_1,Compton's Encyclopedia 5 C-China,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_42920_75966_S_en_1,Compton's Encyclopedia 6 Chinc-Czech,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_80840_75966_S_en_1,Compton's Encyclopedia 7 D-Dyna,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_99227_75966_S_en_1,Compton's Encyclopedia 8 E-Eye,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_53197_75966_S_en_1,Compton's Encyclopedia 9 F-Flori,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_45403_75966_S_en_1,Compton's Encyclopedia 10 Flot-Futur,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_40241_75966_S_en_1,Compton's Encyclopedia 11 G-Gyro,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_35712_75966_S_en_1,Compton's Encyclopedia 12 H-Hypno,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_89743_75966_S_en_1,Compton's Encyclopedia 13 I-Juven,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_02622_75966_S_en_1,Compton's Encyclopedia 14 K-Lyre,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_13928_75966_S_en_1,Compton's Encyclopedia 15 M-Migno,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_44161_75966_S_en_1,Compton's Encyclopedia 16 Migra-Myth,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_06767_75966_S_en_1,Compton's Encyclopedia 17 N-Ney,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_53424_75966_S_en_1,Compton's Encyclopedia 18 Nilag-Ozark,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_83438_75966_S_en_1,Compton's Encyclopedia 19 P-Phil,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_59442_75966_S_en_1,Compton's Encyclopedia 20 Phill-Pytho,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_58289_75966_S_en_1,Compton's Encyclopedia 21 Q-Rye,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_50793_75966_S_en_1,Compton's Encyclopedia 22 S-Sound,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_12658_75966_S_en_1,Compton's Encyclopedia 23 South-Syrin,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_52368_75966_S_en_1,Compton's Encyclopedia 24 T-Tyrol,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_23934_75966_S_en_1,Compton's Encyclopedia 25 U-Vult,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-0_95887_75966_S_en_1,Compton's Encyclopedia 26 W-Zwin,F.E. Compton Company,대출 가능,EN,C4-0,기타
c4-1_12611_85072_S_de_1,Der Kleine Pauly Band 1,Konrad Ziegler und Walther Sontheimer,대출 가능,DE,C4-1,기타
c4-1_73413_85072_S_de_1,Der Kleine Pauly Band 2,Konrad Ziegler und Walther Sontheimer,대출 가능,DE,C4-1,기타
c4-1_41452_85072_S_de_1,Der Kleine Pauly Band 3,Konrad Ziegler und Walther Sontheimer,대출 가능,DE,C4-1,기타
c4-1_11036_85072_S_de_1,Der Kleine Pauly Band 4,Konrad Ziegler und Walther Sontheimer,대출 가능,DE,C4-1,기타
c4-1_87204_85072_S_de_1,Der Kleine Pauly Band 5,Konrad Ziegler und Walther Sontheimer,대출 가능,DE,C4-1,기타
c4-1_53173_04312_G_de_1,Höfische Kultur Band 1,Joachim Bumke,대출 가능,DE,C4-1,역사
c4-1_42521_04312_G_de_1,Höfische Kultur Band 2,Joachim Bumke,대출 가능,DE,C4-1,역사
c4-1_79390_97177_L_de_1,Don Quijote,Miguel de Cervantes,대출 가능,DE,C4-1,문학
c4-1_31457_81988_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 1,Ernst Wahle,대출 가능,DE,C4-1,역사
c4-1_55888_63469_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 2,Heinz Löwe,대출 가능,DE,C4-1,역사
c4-1_37406_17138_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 3,Josef Fleckenstein,대출 가능,DE,C4-1,역사
c4-1_02234_36165_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 4,Karl Jordan,대출 가능,DE,C4-1,역사
c4-1_52698_67028_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 5,Herbert Grundmann,대출 가능,DE,C4-1,역사
c4-1_93654_85287_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 6,Friedrich Baethgen,대출 가능,DE,C4-1,역사
c4-1_84101_80622_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 7,Karl Bosl,대출 가능,DE,C4-1,역사
c4-1_73664_19796_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 8,Walther Peter Fuchs,대출 가능,DE,C4-1,역사
c4-1_55328_14642_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 9,Ernst Walter Zeeden,대출 가능,DE,C4-1,역사
c4-1_59491_29902_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 10,Max Braubach,대출 가능,DE,C4-1,역사
c4-1_74265_61244_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 11,Gerhard Oestreich,대출 가능,DE,C4-1,역사
c4-1_92619_44844_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 12,Friedrich Wilhelm Karl Franz Treue,대출 가능,DE,C4-1,역사
c4-1_69009_60470_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 13,Friedrich Uhlhorn,대출 가능,DE,C4-1,역사
c4-1_63916_29902_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 14,Max Braubach,대출 가능,DE,C4-1,역사
c4-1_82222_01755_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 15,Theodor Schieder,대출 가능,DE,C4-1,역사
c4-1_60233_31205_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 16,Karl Erich Born,대출 가능,DE,C4-1,역사
c4-1_45054_93184_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 17,Wilhelm Treue,대출 가능,DE,C4-1,역사
c4-1_08815_50522_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 18,Karl Dietrich Erdmann,대출 가능,DE,C4-1,역사
c4-1_01333_50522_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 19,Karl Dietrich Erdmann,대출 가능,DE,C4-1,역사
c4-1_00361_50522_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 20,Karl Dietrich Erdmann,대출 가능,DE,C4-1,역사
c4-1_11543_50522_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 21,Karl Dietrich Erdmann,대출 가능,DE,C4-1,역사
c4-1_57627_94050_G_de_1,Gebhardt Handbuch der deutschen Geschichte Band 22,Wilhelm Raabe,대출 가능,DE,C4-1,역사
c4-1_40219_94050_L_de_1,Raabe 1,Wilhelm Raabe,대출 가능,DE,C4-1,문학
c4-1_53336_94050_L_de_1,Raabe 2,Wilhelm Raabe,대출 가능,DE,C4-1,문학
c4-1_95031_94050_L_de_1,Raabe 3,Wilhelm Raabe,대출 가능,DE,C4-1,문학
c4-1_34718_94050_L_de_1,Raabe 4,Wilhelm Raabe,대출 가능,DE,C4-1,문학
c4-1_27496_94050_L_de_1,Raabe 5,Wilhelm Raabe,대출 가능,DE,C4-1,문학
c4-1_33801_68943_L_de_1,Gedichte Band 1,Annette von Droste Hülshoff,대출 가능,DE,C4-1,문학
c4-1_14469_68943_L_de_1,Gedichte Band 2,Annette von Droste Hülshoff,대출 가능,DE,C4-1,문학
c4-1_45400_77837_S_de_1,Athenaeum 1,Friedrich Schlegel,대출 가능,DE,C4-1,기타
c4-1_61725_77837_S_de_1,Athenaeum 2,Friedrich Schlegel,대출 가능,DE,C4-1,기타
c4-1_06332_87476_L_de_1,"Der Stechlin, Mathilde Möhring, Gedichte",Theodor Fontane,대출 가능,DE,C4-1,문학
c4-1_28485_87476_L_de_1,"Schach von Wuthenow, Irrungen Wirrungen, Unwiederbringlich",Theodor Fontane,대출 가능,DE,C4-1,문학
c4-1_09736_87476_L_de_1,"Autobiographisches, Kleine Prosa",Theodor Fontane,대출 가능,DE,C4-1,문학
c4-1_96247_87476_L_de_1,"Stine, Frau Jenny Treibel, Effi Briest",Theodor Fontane,대출 가능,DE,C4-1,문학
c4-2_06524_00546_L_de_1,Gotthold Ephraim Lessing Werke 1,Gotthold Ephraim Lessing,대출 가능,DE,C4-2,문학
c4-2_25104_00546_L_de_1,Gotthold Ephraim Lessing Werke 2,Gotthold Ephraim Lessing,대출 가능,DE,C4-2,문학
c4-2_85921_00546_L_de_1,Gotthold Ephraim Lessing Werke 3,Gotthold Ephraim Lessing,대출 가능,DE,C4-2,문학
c4-2_40083_00546_L_de_1,Gotthold Ephraim Lessing Werke 4,Gotthold Ephraim Lessing,대출 가능,DE,C4-2,문학
c4-2_11934_00546_L_de_1,Gotthold Ephraim Lessing Werke 5,Gotthold Ephraim Lessing,대출 가능,DE,C4-2,문학
c4-2_84400_00546_L_de_1,Gotthold Ephraim Lessing Werke 6,Gotthold Ephraim Lessing,대출 가능,DE,C4-2,문학
c4-2_12968_00546_L_de_1,Gotthold Ephraim Lessing Werke 7,Gotthold Ephraim Lessing,대출 가능,DE,C4-2,문학
c4-2_94847_00546_L_de_1,Gotthold Ephraim Lessing Werke 8,Gotthold Ephraim Lessing,대출 가능,DE,C4-2,문학
c4-2_61473_83837_L_de_1,Lessing Werke und Briefe von und an Lessing 1743-1770,Helmuth Kiesel,대출 가능,DE,C4-2,문학
c4-2_11376_83837_L_de_1,Lessing Werke und Briefe von und an Lessing 1770-1776,Helmuth Kiesel,대출 가능,DE,C4-2,문학
c4-2_24387_83837_L_de_1,Lessing Werke und Briefe von und an Lessing 1776-1781,Helmuth Kiesel,대출 가능,DE,C4-2,문학
c4-2_37769_83837_L_de_1,Lessing Werke und Briefe Fragmenten-Streit 2 Nathan der Weise Werke 1778-1780,Helmuth Kiesel,대출 가능,DE,C4-2,문학
c4-2_73567_59291_L_de_1,Johann Wolfgang Goethe Faust Texte,Albrecht Schöne,대출 가능,DE,C4-2,문학
c4-2_81806_59291_L_de_1,Johann Wolfgang Goethe Faust Kommentare,Albrecht Schöne,대출 가능,DE,C4-2,문학
c4-2_86073_59291_L_de_1,Johann Wolfgang Goethe Wilhelm Meisters Wanderjahre,Albrecht Schöne,대출 가능,DE,C4-2,문학
c4-2_09099_18396_L_de_1,Johann Wolfgang Goethe Wilhelm Meisters Theatralische Sendung Lehrjahre Unterhaltungen Deutscher Ausgewanderter,Wilhelm Volkam,대출 가능,DE,C4-2,문학
c4-2_64670_63854_L_en_1,J.W.Goethe Faust volume seconde,Franco Fortini,대출 가능,EN,C4-2,문학
c4-2_32884_63854_L_en_1,J.W.Goethe Faust volume primo,Franco Fortini,대출 가능,EN,C4-2,문학
c4-2_74282_01511_L_de_1,Gedichte und Epen 1,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_19830_01511_L_de_1,Gedichte und Epen 2,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_05094_01511_L_de_1,Dramatische Dichtungen 1,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_50212_01511_L_de_1,Dramatische Dichtungen 2,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_02296_01511_L_de_1,Dramatische Dichtungen 3,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_47693_01511_L_de_1,Romane und Novellen 1,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_39127_01511_L_de_1,Romane und Novellen 2,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_99058_01511_L_de_1,Romane und Novellen 3,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_74709_01511_L_de_1,Autobiographische Schriften 1,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_29834_01511_L_de_1,Autobiographische Schriften 2,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_65662_01511_L_de_1,Autobiographische Schriften 3,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_76677_01511_L_de_1,Schriften zur Kunst und Literatur Maximen und Reflexionen,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,문학
c4-2_26965_01511_S_de_1,Naturwissenschaftliche Schriften 1,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,기타
c4-2_16897_01511_S_de_1,Naturwissenschaftliche Schriften 2,Johann Wolfgang von Goethe,대출 가능,DE,C4-2,기타
c4-3_56012_51195_L_de_1,Goethe *,Emil Staiger,대출 가능,DE,C4-3,문학
c4-3_72648_51195_L_de_1,Goethe **,Emil Staiger,대출 가능,DE,C4-3,문학
c4-3_05508_51195_L_de_1,Goethe ***,Emil Staiger,대출 가능,DE,C4-3,문학
c4-3_34247_85979_L_de_1,Sämmtliche Werke 1,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_01586_85979_L_de_1,Sämmtliche Werke 2,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_31405_85979_L_de_1,Sämmtliche Werke 3,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_69824_85979_L_de_1,Sämmtliche Werke 4,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_72888_85979_L_de_1,Sämmtliche Werke 5,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_02761_85979_L_de_1,Sämmtliche Werke 6,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_78301_85979_L_de_1,Sämmtliche Werke 7,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_72725_85979_L_de_1,Sämmtliche Werke 8,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_63382_85979_L_de_1,Sämmtliche Werke 9,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_26940_85979_L_de_1,Sämmtliche Werke 10,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_09603_85979_L_de_1,Sämmtliche Werke 11,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_34800_85979_L_de_1,Sämmtliche Werke 12,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_35471_85979_L_de_1,Sämmtliche Werke 13,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_16800_85979_L_de_1,Sämmtliche Werke 14,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_39815_85979_L_de_1,Sämmtliche Werke 15,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_27693_85979_L_de_1,Sämmtliche Werke 16,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_20261_69801_L_de_1,WIELANDS LEBEN,J.G. Gruber,대출 가능,DE,C4-3,문학
c4-3_99168_85979_L_de_1,Werke 1 Romane I,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_58910_85979_L_de_1,Romane 2 Erzählungen,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_38823_85979_L_de_1,Dramen Essays Dialoge,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_57393_85979_L_de_1,Gedichte Verserzählungen,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_38685_85979_L_de_1,Verserzählungen 2 Übersetzungen,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_84101_85979_L_de_2,GESCHICHTE DES AGATHON,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-3_89853_85979_L_de_1,ARISTIPP UND EINIGE SEINER ZEITGENOSSEN,Christoph Martin Wieland,대출 가능,DE,C4-3,문학
c4-4_07003_15788_L_de_1,TIECK SCHRIFTEN GEDICHTE,Ruprecht Wimmer,대출 가능,DE,C4-4,문학
c4-4_38822_54795_L_de_1,WIELAND WERKE ÜBERSETZUNG DES HORAZ,Manfred Fuhrmann,대출 가능,DE,C4-4,문학
c4-4_19662_34938_L_de_1,BIBLIOTHEK DER FRÜHEN NEUZEIT GRIMMELSHAUSEN COURASCHE SPRINGINSFELD VOGELNEST I-II RATHSTÜBEL PLUT,Dieter Breuer,대출 가능,DE,C4-4,문학
c4-4_74213_87259_G_de_1,BIBLIOTHEK DER GESCHICHTE UND POLITIK DIE FRANZÖSISCHE REVOLUTION,Horst Günther,대출 가능,DE,C4-4,역사
c4-4_06109_84346_L_de_1,GRIMMS MÄRCHEN,Heinz Rölleke,대출 가능,DE,C4-4,문학
c4-4_78362_59600_L_de_1,SCHILLER GEDICHTE DRAMEN I,Friedrich Schiller,대출 가능,DE,C4-4,문학
c4-4_19500_59600_L_de_1,SCHILLER GEDICHTE DRAMEN II,Friedrich Schiller,대출 가능,DE,C4-4,문학
c4-4_51693_59600_L_de_1,SCHILLER FRAGMENTE ÜBERSETZUNGEN BEARBEITUNGEN,Friedrich Schiller,대출 가능,DE,C4-4,문학
c4-4_52495_84801_L_de_1,Heinrich von Kleist Dramen 1,Heinrich von Kleist,대출 가능,DE,C4-4,문학
c4-4_06335_84801_L_de_1,Heinrich von Kleist Dramen 2,Heinrich von Kleist,대출 가능,DE,C4-4,문학
c4-4_11530_84801_L_de_1,Heinrich von Kleist Erzählungen,Heinrich von Kleist,대출 가능,DE,C4-4,문학
c4-4_03887_84801_L_de_1,Heinrich von Kleist Briefe,Heinrich von Kleist,대출 가능,DE,C4-4,문학
c4-4_89766_01992_L_de_1,Heine Werke 1,Heinrich Heine,대출 가능,DE,C4-4,문학
c4-4_95447_01992_L_de_1,Heine Werke 2,Heinrich Heine,대출 가능,DE,C4-4,문학
c4-4_35344_01992_L_de_1,Heine Werke 3,Heinrich Heine,대출 가능,DE,C4-4,문학
c4-4_93070_65001_L_de_1,Das Schloß,Franz Kafka,대출 가능,DE,C4-4,문학
c4-4_17721_65001_L_de_1,Amerika,Franz Kafka,대출 가능,DE,C4-4,문학
c4-4_24638_65001_L_de_2,Der Prozeß,Franz Kafka,대출 가능,DE,C4-4,문학
c4-4_39559_65001_L_de_1,Hochzeitsvorbereitungen auf dem Lande,Franz Kafka,대출 가능,DE,C4-4,문학
c4-4_08243_65001_L_de_1,Beschreibung eines Kampfes,Franz Kafka,대출 가능,DE,C4-4,문학
c4-4_59367_65001_L_de_1,Tagebücher 1910-1923,Franz Kafka,대출 가능,DE,C4-4,문학
c4-4_76303_90612_L_de_1,Der Zauberberg,Thomas Mann,대출 가능,DE,C4-4,문학
c4-4_49061_90612_L_de_1,Der Erwählte / Felix Krull,Thomas Mann,대출 가능,DE,C4-4,문학
c4-4_19344_90612_L_de_1,Doktor Faustus,Thomas Mann,대출 가능,DE,C4-4,문학
c4-4_64100_90612_L_de_1,Joseph und seine Brüder 1,Thomas Mann,대출 가능,DE,C4-4,문학
c4-4_25185_90612_L_de_1,Joseph und seine Brüder 2,Thomas Mann,대출 가능,DE,C4-4,문학
c4-4_98405_90612_L_de_2,Buddenbrooks,Thomas Mann,대출 가능,DE,C4-4,문학
c4-4_97530_90612_L_de_1,Königliche Hoheit/Lotte in Weimar,Thomas Mann,대출 가능,DE,C4-4,문학
c4-5_38048_00295_L_de_1,Peter Camenzind Unterm Rad,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_53305_00295_L_de_1,Gertrud Roßhalde,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_65831_00295_L_de_1,Demian Wanderung,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_01029_00295_L_de_3,Der Steppenwolf,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_45203_00295_L_de_1,Narziß und Goldmund,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_23759_00295_L_de_1,Das Glasperlenspiel I,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_99311_00295_L_de_1,Das Glasperlenspiel II,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_53436_00295_L_de_1,Hermann Hesse Erzählungen 1,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_86455_00295_L_de_1,Hermann Hesse Erzählungen 2,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_33336_00295_L_de_1,Hermann Hesse Erzählungen 3,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_22763_00295_L_de_1,Hermann Hesse Erzählungen 4,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_07485_00295_L_de_1,Hermann Hesse Erzählungen 5,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_50540_00295_L_de_1,Hermann Hesse Erzählungen 6,Hermann Hesse,대출 가능,DE,C4-5,문학
c4-5_71816_34331_L_de_1,Hesse Sein Leben in Bildern und Texten,Volker Michels,대출 가능,DE,C4-5,문학
c4-5_02516_35182_L_de_1,Hesse Werk und Wirkungsgeschichte,Siegfried Unseld,대출 가능,DE,C4-5,문학
c4-5_58027_43379_L_de_1,Max Frisch Werke 1,Max Frisch,대출 가능,DE,C4-5,문학
c4-5_23667_43379_L_de_1,Max Frisch Werke 3,Max Frisch,대출 가능,DE,C4-5,문학
c4-5_18352_43379_L_de_1,Max Frisch Werke 5,Max Frisch,대출 가능,DE,C4-5,문학
c4-5_82061_43379_L_de_1,Max Frisch Werke 7,Max Frisch,대출 가능,DE,C4-5,문학
c4-5_02917_72566_L_de_1,Günter Grass Werke 1,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_98644_72566_L_de_1,Günter Grass Werke 2,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_73792_72566_L_de_1,Günter Grass Werke 3,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_73858_72566_L_de_1,Günter Grass Werke 4,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_35318_72566_L_de_1,Günter Grass Werke 5,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_48406_72566_L_de_1,Günter Grass Werke 6,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_48650_72566_L_de_1,Günter Grass Werke 7,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_13262_72566_L_de_1,Günter Grass Werke 8,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_48904_72566_L_de_1,Günter Grass Werke 9,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_80999_72566_L_de_1,Günter Grass Werke 10,Günter Grass,대출 가능,DE,C4-5,문학
c4-5_85224_44082_G_de_1,Römische Geschichte Band 1,Theodor Mommsen,대출 가능,DE,C4-5,역사
c4-5_54998_44082_G_de_1,Römische Geschichte Band 2,Theodor Mommsen,대출 가능,DE,C4-5,역사
c4-5_12302_44082_G_de_1,Römische Geschichte Band 3,Theodor Mommsen,대출 가능,DE,C4-5,역사
c4-5_05618_44082_G_de_1,Römische Geschichte Band 4,Theodor Mommsen,대출 가능,DE,C4-5,역사
c4-5_28187_44082_G_de_1,Römische Geschichte Band 5,Theodor Mommsen,대출 가능,DE,C4-5,역사
c4-5_09305_44082_G_de_1,Römische Geschichte Band 6,Theodor Mommsen,대출 가능,DE,C4-5,역사
c4-5_00406_44082_G_de_1,Römische Geschichte Band 7,Theodor Mommsen,대출 가능,DE,C4-5,역사
c4-5_29869_44082_G_de_1,Römische Geschichte Band 8,Theodor Mommsen,대출 가능,DE,C4-5,역사
c5-1_65805_35700_S_de_1,IMAGO AUSTRIAE,Otto Schulmeister et al.,대출 가능,DE,C5-1,기타
c5-1_71909_97736_S_de_1,TIROLER BURGEN BUCH,Oswald Trapp,대출 가능,DE,C5-1,기타
c5-1_69702_50567_S_de_1,RITTERBURG LOCKENHAUS,Franz Theuer,대출 가능,DE,C5-1,기타
c5-2_21870_00000_S_de_1,Schweiz in Sicht,,대출 가능,DE,C5-2,기타
c5-2_70903_03085_S_de_1,ÖSTERREICH,Ernst Hausner,대출 가능,DE,C5-2,기타
c5-2_50765_16019_S_de_1,"ÖSTERREICH Schlösser, Burgen, Klöster",Hilmar Schmitt et al.,대출 가능,DE,C5-2,기타
c5-3_36610_19787_G_kr_1,독일어과 60년사,한국외국어대학교 서양어대학 독일어과,대출 가능,KR,C5-3,역사
c5-3_54812_19787_G_kr_1,독일어과 70년사,한국외국어대학교 서양어대학 독일어과,대출 가능,KR,C5-3,역사
c5-4_33954_14486_G_kr_1,한국외국어대학교 60년사 I. 시대별 외대사,한국외국어대학교 60년사 편찬 위원회,대출 가능,KR,C5-4,역사
c5-4_19781_14486_G_kr_1,한국외국어대학교 60년사 II. 기구별 외대사,한국외국어대학교 60년사 편찬 위원회,대출 가능,KR,C5-4,역사
