call_number,title,author,status,language,location,category
b7-1_57232_79028_L_de_1,Die deutscher Tragoegie von Lessing bis Herbbel,Benno von Weise,AVAILABLE,DE,B7-1,문학
b7-1_42029_64966_L_en_1,Literature and the Public in the Federal Republic of Germany,Andreas Johannes Wiesand,AVAILABLE,EN,B7-1,문학
b7-1_69584_79817_L_de_1,Der Pfiff aufs Ganze,Andreas Puff-Trojan Wendelin Schmidt- Dengler,AVAILABLE,DE,B7-1,문학
b7-1_41651_00000_SZ_de_2,Österreichischer Atlas für höhere Schulen,,AVAILABLE,DE,B7-1,사회과학
b7-1_41602_87429_L_de_1,Die Krise - Das Ende eines deutschen Nythos,Walter Wannenmacher,AVAILABLE,DE,B7-1,문학
b7-1_06030_35658_L_de_1,Rezeptionsästhetik,Rainer Warning,AVAILABLE,DE,B7-1,문학
b7-1_82736_42639_L_de_1,Deutschers Drama der 80er Jahre,Richard Weber,AVAILABLE,DE,B7-1,문학
b7-1_13915_90038_L_de_1,Junge Literatur aus österreich 83/84,Hans Weigel,AVAILABLE,DE,B7-1,문학
b7-1_65253_90038_L_de_1,Junge Literatur aus Österreich 81,Hans Weigel,AVAILABLE,DE,B7-1,문학
b7-1_55393_90038_L_de_1,Junge Literatur aus Österreich 80,Hans Weigel,AVAILABLE,DE,B7-1,문학
b7-1_85045_11969_L_de_1,Formen der Elegie,Klaus Weissenberger,AVAILABLE,DE,B7-1,문학
b7-2_65436_00000_L_de_1,Dramen,,AVAILABLE,DE,B7-2,문학
b7-2_59697_74611_L_en_1,Novelle 1,Benno von Wiese,AVAILABLE,EN,B7-2,문학
b7-2_80416_74611_L_de_1,Die deutsche Novelle,Benno von Wiese,AVAILABLE,DE,B7-2,문학
b7-2_10006_74611_L_de_1,Die deutsche Novelle 2,Benno von Wiese,AVAILABLE,DE,B7-2,문학
b7-2_59179_74611_L_de_1,Das deutsche Drama 1a,Benno von Wiese,AVAILABLE,DE,B7-2,문학
b7-2_92923_74611_L_de_1,Das deutsche Drama 1b,Benno von Wiese,AVAILABLE,DE,B7-2,문학
b7-2_79278_74611_L_de_1,Das deutsche Drama 2,Benno von Wiese,AVAILABLE,DE,B7-2,문학
b7-2_24581_64966_L_de_1,Literatur und Öffentlichkeit in der Bundesrepublik Deutschland,Andreas Johannes Wiesand,AVAILABLE,DE,B7-2,문학
b7-2_59407_83638_SP_de_1,Das österreichische Deutsch in Gegenwart und Geschichte,Peter Wiesinger,AVAILABLE,DE,B7-2,어학
b7-2_37463_16990_L_de_1,Gedichte Mittelhochdeutscher Text und Übertragung,Walther von der Vogelweide,AVAILABLE,DE,B7-2,문학
b7-2_11889_84285_SP_de_1,Klagenfurter Texte 1977,Humbert Fink,AVAILABLE,DE,B7-2,어학
b7-2_83443_84285_SP_de_1,Klagenfurter Texte 1981,Humbert Fink,AVAILABLE,DE,B7-2,어학
b7-2_01556_84285_SP_de_1,Klagenfurter Texte 1982,Humbert Fink,AVAILABLE,DE,B7-2,어학
b7-2_69788_82922_L_de_1,Gedichte Prosa Schriften,Schiller Werke,AVAILABLE,DE,B7-2,문학
b7-2_55356_32360_L_de_1,Gero von Wilpert Deutsches Dichterlexikon,Kroener,AVAILABLE,DE,B7-2,문학
b7-2_55636_48091_L_de_1,Zimmermann Deutsche Prosadichtungen,Werner Zimmermann,AVAILABLE,DE,B7-2,문학
b7-2_55636_48091_L_de_2,Zimmermann Deutsche Prosadichtungen,Werner Zimmermann,AVAILABLE,DE,B7-2,문학
b7-2_49224_43195_L_de_1,Deutsche Literatur in Korea,Bonghi Cha,AVAILABLE,DE,B7-2,문학
b7-2_61436_43195_L_de_1,Deutsche Literatur in Korea2,Bonghi Cha,AVAILABLE,DE,B7-2,문학
b7-2_52133_21539_SZ_de_1,Interkulturalität und Intertextualität,Elias Canetti und Zeitgenossen,AVAILABLE,DE,B7-2,사회과학
b7-2_14684_61802_L_de_1,Literarisches Leben in Österreich,Gerhard Ruiss,AVAILABLE,DE,B7-2,문학
b7-2_13701_97354_L_de_1,Expressionistische Gedichte,Peter Ruehmkorf,AVAILABLE,DE,B7-2,문학
b7-2_52875_65357_L_de_1,"Zwischenwelt Literatur der,  Inneren Emigration aus Österreich",Johann Holzer und Karl Müller,AVAILABLE,DE,B7-2,문학
b7-2_01613_36429_L_de_1,Das Moderne Drama,Margret Dietrich,AVAILABLE,DE,B7-2,문학
b7-2_01613_36429_L_de_2,Das Moderne Drama,Margret Dietrich,AVAILABLE,DE,B7-2,문학
b7-2_52057_23967_L_de_1,Die Faehre,Walter Urbanek,AVAILABLE,DE,B7-2,문학
b7-2_03449_73007_L_de_1,Zwischenbilanz,Walter Wies`,AVAILABLE,DE,B7-2,문학
b7-3_76734_79986_L_de_1,Anton Brucker,Max Auer,AVAILABLE,DE,B7-3,문학
b7-3_14625_65710_L_de_1,Bürgerliche Musikkultur im 19 Jahrhundert in Salzburg,Rudolph Angermueller,AVAILABLE,DE,B7-3,문학
b7-3_21232_77584_L_de_1,Johannes Brahms,Franz Burkhaft,AVAILABLE,DE,B7-3,문학
b7-3_17896_01297_L_de_1,gustav Mahler oder der Zeitgenosse der Zukunft,Kurt Blaukopf,AVAILABLE,DE,B7-3,문학
b7-3_48063_00000_G_de_1,Franz Lehar,,AVAILABLE,DE,B7-3,역사
b7-3_88383_65961_L_de_1,Das Grosse Liederbuch,Claudia Schmoelders,AVAILABLE,DE,B7-3,문학
b7-3_79616_33428_L_de_1,"Kultur Konkret, hier hat Mozart gespielt",Ruediger Engerth,AVAILABLE,DE,B7-3,문학
b7-3_13875_60536_L_de_1,Almanch der österreichischen Bunderstheater,Dr. Otto Fritz,AVAILABLE,DE,B7-3,문학
b7-3_23643_91740_L_en_1,Theme and variations,Bruno Walter,AVAILABLE,EN,B7-3,문학
b7-3_66950_78628_L_de_1,Der Komponist Isang Yun,Hanns Werner Heister,AVAILABLE,DE,B7-3,문학
b7-3_96693_49912_L_de_1,"Das wiener Konzerthaus, Geschichte und Bedeutung 1913-1983",Friedlich Heller,AVAILABLE,DE,B7-3,문학
b7-3_04993_49912_L_de_1,"Das wiener Konzerthaus, Geschichte und Bedeutung 1913-1983 ,2",Friedlich Heller,AVAILABLE,DE,B7-3,문학
b7-3_17797_26971_SZ_de_1,Status und Funktion des Hofkapellmeisters in Wien,Hildegard Hermann-Schneider,AVAILABLE,DE,B7-3,사회과학
b7-3_80753_24854_L_de_1,Arnold Schönberg Gedenkkausstellung 1974,Ernst hilmar,AVAILABLE,DE,B7-3,문학
b7-3_91740_29659_L_de_1,Bruno Walter,artur Holde,AVAILABLE,DE,B7-3,문학
b7-3_21789_48945_SP_de_1,Wort-Ton-Verhaeltnis,Elisabeth Haselauer,AVAILABLE,DE,B7-3,어학
b7-3_55553_54720_L_de_1,Alt-Wiener Musilstaetten,Karl Kobald,AVAILABLE,DE,B7-3,문학
b7-3_95421_54720_L_de_1,Franz Schubert,Karl Kobald,AVAILABLE,DE,B7-3,문학
b7-3_87150_32818_L_de_1,Opere Scelte,Wolfgang Mayer König,AVAILABLE,DE,B7-3,문학
b7-3_03697_12785_L_de_1,Eine Kleine Deutschmusik,Uwe Kind,AVAILABLE,DE,B7-3,문학
b7-3_69861_45061_L_de_1,Erinnerungen an Gustav Mahler,Natalie Bauer Lechner,AVAILABLE,DE,B7-3,문학
b7-3_03111_00756_L_de_1,Lippen schweigen fluestern Geige,Ann Tizia Leitich,AVAILABLE,DE,B7-3,문학
b7-3_67561_19424_L_de_1,Das kleine Johann Stareuss-Buch,Fran Mailer,AVAILABLE,DE,B7-3,문학
b7-3_16522_21524_L_de_1,Zeichen Aggregatzustand der Musik,Logothetis,AVAILABLE,DE,B7-3,문학
b7-3_68692_34555_L_de_1,Joseph Strauss Genie wieder Willen,Franz Mailer,AVAILABLE,DE,B7-3,문학
b7-3_18539_84631_G_de_1,Franz Schmidt,Carl Nemeth,AVAILABLE,DE,B7-3,역사
b7-3_37398_39178_L_en_1,Amalthea,Nowak Haydn,AVAILABLE,EN,B7-3,문학
b7-3_42183_98777_SZ_en_1,Joseph Marx,Erik Werba,AVAILABLE,EN,B7-3,사회과학
b7-3_59104_60390_G_de_1,Egon Wellesz,Robert Schollum,AVAILABLE,DE,B7-3,역사
b7-3_47792_28174_G_en_1,Jop.Nep.David,Rudolf Klein,AVAILABLE,EN,B7-3,역사
b7-3_33738_55158_G_de_1,Hans Erich Apostel,Harald Kaufmann,AVAILABLE,DE,B7-3,역사
b7-3_99693_27461_L_de_1,Hans Gal,Wilhelm Waldstein,AVAILABLE,DE,B7-3,문학
b7-3_83324_16602_L_de_1,Josefmatthias Hauer,Walter Szmolyan,AVAILABLE,DE,B7-3,문학
b7-3_24774_31813_G_de_1,Josepf Lechthaler,Ernst Titel,AVAILABLE,DE,B7-3,역사
b7-3_84792_18661_G_de_1,Alfred Uhl,Alexander Witeschnik,AVAILABLE,DE,B7-3,역사
b7-3_31730_94677_L_de_1,Otto Siegl,Wolfgang Suppan,AVAILABLE,DE,B7-3,문학
b7-3_75115_23435_L_de_1,Erich Wolfgang Korngold,Luzi korengold,AVAILABLE,DE,B7-3,문학
b7-3_92780_03193_L_de_1,Gottfried von einem,Dominik Hartmann,AVAILABLE,DE,B7-3,문학
b7-3_57958_14624_L_de_1,Ernst Krenek,Lothar Knessl,AVAILABLE,DE,B7-3,문학
b7-3_85235_22225_L_de_1,Julius Bittner,Hermann Ullrich,AVAILABLE,DE,B7-3,문학
b7-3_43469_62774_L_de_1,Gustav Mahler,Heinrich kralik,AVAILABLE,DE,B7-3,문학
b7-3_95297_05384_L_de_1,Alban Berg Gustav Mahler Johannes Brahms Hugo Wolf Anton Werbern,Theodor W. Adorno,AVAILABLE,DE,B7-3,문학
b7-3_18539_56505_G_de_1,Franz Schmidt,Nobert Tschulik,AVAILABLE,DE,B7-3,역사
b7-3_88628_98777_G_de_1,Erich Marckhl,Erik Werba,AVAILABLE,DE,B7-3,역사
b7-4_59614_29790_L_de_1,Karl Böhm an der Wiener Staatsoper,Egon Schfehlner,AVAILABLE,DE,B7-4,문학
b7-4_71438_59104_L_de_1,Komponist Byzantinist Musikwissenschaftler,Egon Wellesz,AVAILABLE,DE,B7-4,문학
b7-4_25008_00000_L_de_1,Österreichische Musikzeit -Hugo Wolf,,AVAILABLE,DE,B7-4,문학
b7-4_54082_00000_L_de_1,Österreichische Musikzeit - Mahler,,AVAILABLE,DE,B7-4,문학
b7-4_99317_00000_L_de_1,Österreichische Musikzeit - Hanns Eisler,,AVAILABLE,DE,B7-4,문학
b7-4_43469_35387_L_de_1,Gustav Mahler,Richard Specht,AVAILABLE,DE,B7-4,문학
b7-4_13513_77327_L_de_1,Großen Sängern abgelauscht,Emmie Sittner,AVAILABLE,DE,B7-4,문학
b7-4_99028_78700_L_en_1,Beethoven- Symposion,Erich Schenx,AVAILABLE,EN,B7-4,문학
b7-4_41793_78700_L_de_1,950 Jahre Musik in Österreich,Erich Schenx,AVAILABLE,DE,B7-4,문학
b7-4_92660_60390_L_de_1,Die Wiener Schule,Robert Schollum,AVAILABLE,DE,B7-4,문학
b7-4_50610_36792_L_de_1,Ratalog der Bilder zur Musikgeschichte in Österreich,Walter Salmen,AVAILABLE,DE,B7-4,문학
b7-4_27306_92086_L_de_1,Gedenkstätten,Joseph Haydn,AVAILABLE,DE,B7-4,문학
b7-4_89556_92086_L_de_1,Der Mensch,Joseph Haydn,AVAILABLE,DE,B7-4,문학
b7-4_18006_45710_L_de_1,Was Wir von Bruno Walter lernten,Maria Komorn Rebhan,AVAILABLE,DE,B7-4,문학
b7-4_28304_15731_L_en_1,Stress and Music,Erich Schmid,AVAILABLE,EN,B7-4,문학
b7-4_92660_28174_L_de_1,Die Wiener Schule,Rudolf Klein,AVAILABLE,DE,B7-4,문학
b7-4_77615_93380_L_de_1,Musikzeit,Hans Florey,AVAILABLE,DE,B7-4,문학
b7-4_35060_78598_L_de_1,Cvstav Mahler,Pavl Stefan,AVAILABLE,DE,B7-4,문학
b7-4_08777_99572_L_de_1,Studien Zur Wertungsforschung 2,Otto Kolleritsch,AVAILABLE,DE,B7-4,문학
b7-4_87245_99572_L_de_1,Studien Zur Wertungsforschung 3,Otto Kolleritsch,AVAILABLE,DE,B7-4,문학
b7-4_55849_99572_L_de_1,Studien Zur Wertungsforschung 8,Otto Kolleritsch,AVAILABLE,DE,B7-4,문학
b7-4_70760_99572_L_de_1,Studien Zur Wertungsforschung 10,Otto Kolleritsch,AVAILABLE,DE,B7-4,문학
b7-4_06907_99572_L_de_1,Studien Zur Wertungsforschung 11,Otto Kolleritsch,AVAILABLE,DE,B7-4,문학
b7-4_37516_99572_L_de_1,Studien Zur Wertungsforschung 13,Otto Kolleritsch,AVAILABLE,DE,B7-4,문학
b7-4_38723_99572_L_de_1,Studien Zur Wertungsforschung 14,Otto Kolleritsch,AVAILABLE,DE,B7-4,문학
b7-4_12538_99572_L_de_1,Studien Zur Wertungsforschung 15,Otto Kolleritsch,AVAILABLE,DE,B7-4,문학
b7-4_72970_56683_L_de_1,Johann Strauss der Walzerkönig und Seine Dynastie,Hanns Jäger-Sunstenau,AVAILABLE,DE,B7-4,문학
b7-4_50731_92563_L_de_1,Friedrich Hebbel,Hans Heinrich Noebel,AVAILABLE,DE,B7-4,문학
b7-4_93912_91740_L_de_1,Gutstav Mahler,Bruno Walter,AVAILABLE,DE,B7-4,문학
b7-4_13874_90038_L_de_1,Apropos Musik,Hans Weigel,AVAILABLE,DE,B7-4,문학
b7-4_30528_52945_L_de_1,Sonette zu den Klaviersonaten von Beethoven,Friedrich Zelle,AVAILABLE,DE,B7-4,문학
b7-4_01884_09485_L_de_1,Reclams Opern und Operetten Führer,Wilhelm Zentner,AVAILABLE,DE,B7-4,문학
b7-4_22694_04071_L_de_1,Ernst Krenek-ein Komponist im Exil,Claudia Mauerer Zenck,AVAILABLE,DE,B7-4,문학
b7-4_54238_44048_L_de_1,Configurationen,Hubert Aratym,AVAILABLE,DE,B7-4,문학
b7-4_15946_70795_G_de_1,Dehlo Kärnten,Karl Ginhart,AVAILABLE,DE,B7-4,역사
b7-4_20825_82173_L_de_1,Katalog des Österreichischen Varockmuseums 1,Elfriede Baum,AVAILABLE,DE,B7-4,문학
b7-4_07505_82173_L_de_1,Katalog des Österreichischen Varockmuseums 2,Elfriede Baum,AVAILABLE,DE,B7-4,문학
b7-4_00325_82173_G_de_1,Katalog des Museums Mittelalterlicher Österreichischer Kunst,Elfriede Baum,AVAILABLE,DE,B7-4,역사
b7-4_86167_32874_G_de_1,Rollsiegel aus dem Vorderen Orient,Erika Bleibtreu,AVAILABLE,DE,B7-4,역사
b7-4_16779_56171_L_de_1,Sammlung Thyssen-Bornemisza,Ursula Stevens,AVAILABLE,DE,B7-4,문학
b7-4_48786_70571_L_de_1,Das Dorotheum,Felix Czeike,AVAILABLE,DE,B7-4,문학
b7-4_43751_87497_G_de_1,Peter Paul Rubens 1577-1640,Rudolf Schmidt,AVAILABLE,DE,B7-4,역사
b7-4_06027_00000_G_de_1,Spätgotik on Tirol,,AVAILABLE,DE,B7-4,역사
b7-4_83285_82045_SZ_de_1,Guschlbauer Weiche Kokosbusserl,Robert Fleischanderl,AVAILABLE,DE,B7-4,사회과학
b7-4_08116_11760_L_kr_1,고야의 투우판화,김영호,AVAILABLE,KR,B7-4,문학
b7-4_61812_24022_SZ_en_1,180 degrees East and West- Muslims in Austria,루카스 막시밀리안 휠러,AVAILABLE,EN,B7-4,사회과학
b7-4_83950_58280_L_de_1,Die Nestbeschmutzerin,Pia Janke,AVAILABLE,DE,B7-4,문학
b7-4_14352_00000_G_de_1,Käthe Kollwitz,,AVAILABLE,DE,B7-4,역사
b7-4_14352_00000_G_de_2,Käthe Kollwitz,,AVAILABLE,DE,B7-4,역사
b7-4_28295_04093_G_de_1,Führer durch die Sammlungen des Kunstkistorischen Museums,Kunstkistorischen Museum,AVAILABLE,DE,B7-4,역사
b7-4_07376_46407_L_de_1,Die Welt als Theater,Kay Link,AVAILABLE,DE,B7-4,문학
b7-4_02055_00299_L_de_1,"Die Verbürgerlichung der deutschen Kunst,Literatur und Musik um 18. Hahrhundert",Gert Mattenklott,AVAILABLE,DE,B7-4,문학
b7-4_51309_04212_L_de_1,Wiener Werkstätte,Waltraud Neuwirth,AVAILABLE,DE,B7-4,문학
b7-4_80984_04212_G_de_1,Loetz Austria 1900,Waltraud Neuwirth,AVAILABLE,DE,B7-4,역사
b7-5_83859_07722_L_de_1,Das Rote Tuch,Hermann Nitsch,AVAILABLE,DE,B7-5,문학
b7-5_45127_85615_G_de_1,Römerstadt Carnuntum,August Obermayer,AVAILABLE,DE,B7-5,역사
b7-5_92963_00000_SP_de_1,Burgenländisches Jahrbuch 1982,,AVAILABLE,DE,B7-5,어학
b7-5_62746_27734_SZ_de_1,Genesis der Wiener Biedermeierlandschaft,Peter Pötschner,AVAILABLE,DE,B7-5,사회과학
b7-5_22915_00000_G_de_1,Attersee/Lechner Zwitterbilder,,AVAILABLE,DE,B7-5,역사
b7-5_07345_97587_G_de_1,Salzburg,Heinz Rieder,AVAILABLE,DE,B7-5,역사
b7-5_29044_29957_L_de_1,Romantik,Rüdiger Safranski,AVAILABLE,DE,B7-5,문학
b7-5_29833_00000_L_kr_1,프랑스 미술 영광의 300년전,,AVAILABLE,KR,B7-5,문학
b7-5_73739_74277_L_kr_1,불멸의 오페라,박종호,AVAILABLE,KR,B7-5,문학
b7-5_06059_65059_SZ_de_1,Wiener Nutzbauten des 19.Jahrhunderts als Beispiele zukunftweisenden Bauens,Robert Waissenberger,AVAILABLE,DE,B7-5,사회과학
b7-5_98574_15122_G_de_1,Kunst in Wien um 1900,Victoria Lunzer Talos,AVAILABLE,DE,B7-5,역사
b7-5_29615_52786_G_de_1,1200 Jahre Kremsmunster,Stiftsführer,AVAILABLE,DE,B7-5,역사
b7-5_87747_01030_L_de_1,Sinterglasbilder,Steirisches Volkskundemuseum,AVAILABLE,DE,B7-5,문학
b7-5_49300_57619_G_kr_1,카바레,정민영,AVAILABLE,KR,B7-5,역사
b7-5_07543_27834_L_de_1,Lebt,Johann Nestroy,AVAILABLE,DE,B7-5,문학
b7-5_87192_50190_G_de_1,Und will ein Liehter sumer komen..,Dr. Theodor Sapper,AVAILABLE,DE,B7-5,역사
b7-5_04298_90192_L_de_1,Schriften über Deutschland,Helmut Schanze,AVAILABLE,DE,B7-5,문학
b7-5_73807_00643_L_de_1,Interpretationen 1,Jost Schillemeit,AVAILABLE,DE,B7-5,문학
b7-5_66591_00643_L_de_1,Interpretationen 2,Jost Schillemeit,AVAILABLE,DE,B7-5,문학
b7-5_89965_00643_L_de_1,Interpretationen 3,Jost Schillemeit,AVAILABLE,DE,B7-5,문학
b7-5_62777_00643_L_de_1,Interpretationen 4,Jost Schillemeit,AVAILABLE,DE,B7-5,문학
b7-5_49299_00643_L_de_1,Interpretationen 5,Jost Schillemeit,AVAILABLE,DE,B7-5,문학
b7-5_52180_00643_L_de_1,Interpretationen 6,Jost Schillemeit,AVAILABLE,DE,B7-5,문학
b7-5_63056_59600_SZ_de_1,Ästhetische Erziehung des Menschen,Friedrich Schiller,AVAILABLE,DE,B7-5,사회과학
b7-5_11864_45782_L_de_1,Der Schriftsteller als öffentliche Person,Hans Joachim,AVAILABLE,DE,B7-5,문학
b7-5_90612_99563_L_de_1,Thomas Mann,Klaus Schröter,AVAILABLE,DE,B7-5,문학
b7-5_22246_41259_L_de_1,Soziologie der literarischen Geschamcksbildung,Leyin L. Schücking,AVAILABLE,DE,B7-5,문학
b7-5_09852_44383_L_de_1,"Die Feder, Ein Schwert?",Harald Seuter,AVAILABLE,DE,B7-5,문학
b7-5_09086_29835_L_de_1,Deutsche Philologie im Aufriss 1,Wolfgang Stammler,AVAILABLE,DE,B7-5,문학
b7-5_82915_29835_L_de_1,Deutsche Philologie im Aufriss 2,Wolfgang Stammler,AVAILABLE,DE,B7-5,문학
b7-5_79683_29835_L_de_1,Deutsche Philologie im Aufriss 3,Wolfgang Stammler,AVAILABLE,DE,B7-5,문학
b7-5_41574_29835_L_de_1,Deutsche Philologie im Aufriss Register,Wolfgang Stammler,AVAILABLE,DE,B7-5,문학
b7-5_74519_88372_L_de_1,Brücke zu Vielen Ufern,Joseph Strelka,AVAILABLE,DE,B7-5,문학
b7-5_94517_29213_L_en_1,Literature Music Fine Arts,Dr.J.Hohnholz,AVAILABLE,EN,B7-5,문학
b7-5_63549_15291_L_de_1,Vers Reim Strophe Gedicht,Josef Viktor Stummer,AVAILABLE,DE,B7-5,문학
b7-5_38391_50869_L_de_1,Hauptmann,Kurt Lothar Tank,AVAILABLE,DE,B7-5,문학
b7-5_04628_90915_L_de_1,Echo des Exils,Jörg Thunecke,AVAILABLE,DE,B7-5,문학
b7-5_23000_26749_L_de_1,Grundbegriffe der Poetik,Emil Stagier,AVAILABLE,DE,B7-5,문학
b7-5_54553_77837_L_de_1,Romantik heute,Friedrich Schlegel,AVAILABLE,DE,B7-5,문학
b7-5_50881_06067_SP_de_1,Linguistische Grundbegriffe,Winfried Ulrich,AVAILABLE,DE,B7-5,어학
b8-1_00098_92111_L_de_1,Das bürgerliche Bewußtsein in der Literatur,Leo Löwenthal,AVAILABLE,DE,B8-1,문학
b8-1_62584_18778_L_de_1,Die frühgriechische Lyrik,WolfgangSchadewaldt,AVAILABLE,DE,B8-1,문학
b8-1_01481_18778_G_de_1,Die Anfänge der Geschichtsschreibung bei den Griechen,WolfgangSchadewaldt,AVAILABLE,DE,B8-1,역사
b8-1_56107_50425_L_de_1,Der deutsche Bildungsroman,Rolf Selbmann,AVAILABLE,DE,B8-1,문학
b8-1_76187_55595_L_de_1,Autobiographie,Martina Wagner-Egelhaaf,AVAILABLE,DE,B8-1,문학
b8-1_97285_63934_L_de_1,Das deutsche bürgerliche Trauerspiel,Karl S. Guthke,AVAILABLE,DE,B8-1,문학
b8-1_97285_63934_L_de_2,Das deutsche bürgerliche Trauerspiel,Karl S. Guthke,AVAILABLE,DE,B8-1,문학
b8-1_82785_88359_L_en_1,Adalbert Stifiter,Ursula Naumann,AVAILABLE,EN,B8-1,문학
b8-1_78589_89821_L_de_1,Einführung in die Bücherkunde zur deutschen Literaturwissenschaft,Paul Raabe,AVAILABLE,DE,B8-1,문학
b8-1_03416_14186_G_de_1,Frank Wedekind,Hartmut Vincon,AVAILABLE,DE,B8-1,역사
b8-1_94236_26908_L_en_1,Novelle,Hugo Aust,AVAILABLE,EN,B8-1,문학
b8-1_25728_32924_L_en_1,Minnesang,Günther Schweikle,AVAILABLE,EN,B8-1,문학
b8-1_84635_44567_G_de_1,Die Geschichte des Genie-Gedankens Band1,Jochen Schmidt,AVAILABLE,DE,B8-1,역사
b8-1_33810_44567_L_de_1,Die Geschichte des Genie-Gedankens Band2,Jochen Schmidt,AVAILABLE,DE,B8-1,문학
b8-1_36741_00000_L_de_1,Goethes Faust,,AVAILABLE,DE,B8-1,문학
b8-1_00138_72588_L_de_1,Aufsätze zu Goethes Faust I,Werner Keller,AVAILABLE,DE,B8-1,문학
b8-1_05632_72588_L_de_1,Aufsätze zu Goethes Faust II,Werner Keller,AVAILABLE,DE,B8-1,문학
b8-1_59883_72588_L_de_1,Goethe-Jahrbuch,Werner Keller,AVAILABLE,DE,B8-1,문학
b8-1_30181_28034_L_en_1,Goethe,Paul Altenberg,AVAILABLE,EN,B8-1,문학
b8-1_98765_52529_L_de_1,Die Astrologie in Goethes Weltschau,Jean-Paul Deschler,AVAILABLE,DE,B8-1,문학
b8-1_57317_29255_L_de_1,Deusce Revolutions-dramatik seit Goethe,Rothe Wolfgang,AVAILABLE,DE,B8-1,문학
b8-1_07338_26251_L_de_1,Goethes Geheimes Vermächtnis,Manfred Dimede,AVAILABLE,DE,B8-1,문학
b8-1_56054_98196_L_de_1,Goethe-Parodien,Waltraud Wende,AVAILABLE,DE,B8-1,문학
b8-1_86276_08933_L_de_1,Zum Thema: Goethe,Sigmund Freund,AVAILABLE,DE,B8-1,문학
b8-1_05144_98873_L_de_1,Johann Wolfgnag Goethe,Hans-Heinrich Reuter,AVAILABLE,DE,B8-1,문학
b8-1_49033_74409_L_de_1,Goethe im zwanzigsten Jahrhundert,Hans Mayer,AVAILABLE,DE,B8-1,문학
b8-1_49518_74409_L_de_1,Goethe : Einversuch über den Erfolg,Hans Mayer,AVAILABLE,DE,B8-1,문학
b8-1_71760_42239_L_de_1,Geschichte der deutschen Lyrik von Goethe bis Heine 1,Gerhand Kaiser,AVAILABLE,DE,B8-1,문학
b8-1_49355_42239_L_de_1,Geschichte der deutschen Lyrik von Goethe bis Heine 2,Gerhand Kaiser,AVAILABLE,DE,B8-1,문학
b8-1_58686_42239_L_de_1,Geschichte der deutschen Lyrik von Goethe bis Heine 3,Gerhand Kaiser,AVAILABLE,DE,B8-1,문학
b8-1_77096_30409_L_de_1,Mit Goethe durch das Jahr,Gerhard Rönick,AVAILABLE,DE,B8-1,문학
b8-1_17905_40286_L_de_1,Goethe in Leipzig,Karl Georg Hirsch,AVAILABLE,DE,B8-1,문학
b8-1_76445_24039_L_de_1,Johann Wolfgang von Goethe der mentor,Ludwig Fertig,AVAILABLE,DE,B8-1,문학
b8-1_41632_85814_L_de_1,Griechentum und Goethezeit,Walther Rehm,AVAILABLE,DE,B8-1,문학
b8-1_91407_56218_L_de_1,Goethe-ein letztes Universalgenie?,Sebastian Donat,AVAILABLE,DE,B8-1,문학
b8-1_87704_07248_L_de_1,Goethe Leben und Werk,Karl Otto Conrady,AVAILABLE,DE,B8-1,문학
b8-1_86109_11921_L_de_1,Lessing und Die Toleranz,"Peter Freimark, Franklin Kopitzsch und Helga Slessarev",AVAILABLE,DE,B8-1,문학
b8-1_08204_59585_L_de_1,Lessing's Leben,Adolf Strodtmann,AVAILABLE,DE,B8-1,문학
b8-1_02113_15990_L_en_1,Lessing,Wolfgang Drews,AVAILABLE,EN,B8-1,문학
b8-1_61698_33157_L_de_1,Lessign Kommentar,Otto Mann und Rotraut Straube-Mann,AVAILABLE,DE,B8-1,문학
b8-1_96132_87259_L_de_1,Ein Mann wie Lessing täte uns not,Horst Günther,AVAILABLE,DE,B8-1,문학
b8-1_54680_21396_L_de_1,Lessing Dichter-Kritiker-Philosophy,Wolfgang Ritzel,AVAILABLE,DE,B8-1,문학
b8-1_64293_07099_L_de_1,Lessing Epoche-Werk-Wirkung,"Wilfried Barner, Gunter E.Grimm, Helmuth Kiesel, Martin Kramer",AVAILABLE,DE,B8-1,문학
b8-1_04227_09364_L_de_1,Lessing Eine Biographie,Dieter Hildebrandet,AVAILABLE,DE,B8-1,문학
b8-1_16204_74078_L_de_1,Das Bild Lessings in der Geschichte,Herbert G.Göpfert,AVAILABLE,DE,B8-1,문학
b8-1_92308_09850_L_de_1,Lessing und der Kreis seiner Freunde,Günter Schulz,AVAILABLE,DE,B8-1,문학
b8-2_73830_24039_L_de_1,Christoph Martin Wieland der Weisheitslehrer,Ludwig Fertig,AVAILABLE,DE,B8-2,문학
b8-2_80228_33615_L_de_1,Literatur Reisen,"Heinrich Bock, Wieland in Biberach und Weimar",AVAILABLE,DE,B8-2,문학
b8-2_29695_57546_L_de_1,Christph Martin Wieland Briefe und Begegnungen,Otto Drude,AVAILABLE,DE,B8-2,문학
b8-2_05567_09253_L_de_1,Wirklichkeitserfahrung und gegenständliche Darstellung,Adalbert Stifter,AVAILABLE,DE,B8-2,문학
b8-2_95110_52045_L_de_1,Wieland Epoche-Werk-Wirkung,"Seven-Aage Jorgensen, Herbert Jaumann, John McCarthy, Horst Thome",AVAILABLE,DE,B8-2,문학
b8-2_04708_55639_L_de_1,Wielands Shakespeare-Übersetzung,Sabine Kob,AVAILABLE,DE,B8-2,문학
