call_number,title,author,status,language,location,category
c8-6_76378_64995_G_de_1,HIRTS STICHWORTBÜCHER - GESCHICHTE ÖSTERREICHS IN STICHWORTEN - III - Von 1648 bis zum Wiener Kongreß,"Erich Scheithauer, Herbert Schmeiszer, Grete Woratschek",AVAILABLE,DE,C8-6,역사
c8-6_94216_64995_G_de_1,HIRTS STICHWORTBÜCHER - GESCHICHTE ÖSTERREICHS IN STICHWORTEN - IV - Von 1815 bis 1918,"Erich Scheithauer, Herbert Schmeiszer, Grete Woratschek",AVAILABLE,DE,C8-6,역사
c8-6_15624_25793_G_de_1,HEFTE ZUM ZEITGESCHEHEN - Die Entstehung und Entwicklung der Weimarer Republik bis zu Eberts Tod,"G. PRÜFER, W. TORMIN",AVAILABLE,DE,C8-6,역사
c8-6_10923_37104_G_de_1,HEFTE ZUM ZEITGESCHEHEN - Die Auflösung der Weimarer Republik,ANDREAS HILLGRUBER,AVAILABLE,DE,C8-6,역사
c8-6_35923_16985_G_de_1,ATLAS ZUR ALLGEMEINEN UND ÖSTERREICHISCHEN GESCHICHTE,Wilhelm Schier,AVAILABLE,DE,C8-6,역사
c8-6_65233_28363_G_de_1,AUFBRUCH UND UNTERGANG - ÖSTERREICHISCHE KULTUR ZWISCHEN 1918 UND 1938,FRANZ KADRNOSKA,AVAILABLE,DE,C8-6,역사
c8-6_05699_04992_G_de_1,AUF DEM WEG ZUR MACHT - ZUR GESCHICHTE DER NS-BEWEGUNG IN HEIDELBERG 1920-1934 - DOKUMENTE UND ANALZSEN,"Christian Peters, Arno Weckbecker",AVAILABLE,DE,C8-6,역사
c8-6_38504_41941_SP_de_1,Aufgaben-Handbuch - Deutsch als Fremdsprache - Abriss einer Aufgaben- und Übungstypologie,"Häussermann, Piepho",AVAILABLE,DE,C8-6,어학
c8-6_73976_91355_SZ_de_1,Vorlesungen zur marxistisch-leninistischen ÄSTHETIK,Moissej Kagan,AVAILABLE,DE,C8-6,사회과학
c8-6_05457_42906_L_de_1,Deutsche Geschichte - Ereignisse und Probleme - Winfried Baumgart - Bücherverzeichnis zur deutschen Geschichten - Hilfsmittel·Handbücher·Quellen,Walther Hubatsch,AVAILABLE,DE,C8-6,문학
c8-6_17508_34794_L_de_1,BEGRIFFSBESTIMMUNG DES LITERARISCHEN REALISMUS,Richard Brinkmann,AVAILABLE,DE,C8-6,문학
c8-6_48193_20204_L_de_1,DAS DRITTE REICH IN DOKUMENTEN,Walter Anger,AVAILABLE,DE,C8-6,문학
c8-6_96072_18695_G_de_1,das ist kärnten - Geschichte·Kultur·Landschaft,Trude Polley,AVAILABLE,DE,C8-6,역사
c8-6_16288_21673_L_de_1,Neue deutsche Kurzgeschichten,Pratz-Thiel,AVAILABLE,DE,C8-6,문학
c17-5_58153_13435_SP_de_1,Dialektische Philosophie der Neuzeit 1 - Von Kant bis Hegel,Wolfgang Röd,AVAILABLE,DE,C17-5,어학
c17-5_76192_13435_SZ_de_1,Dialektische Philosophie der Neuzeit 2 - Von Marx bis zur Gegenwart,Wolfgang Röd,AVAILABLE,DE,C17-5,사회과학
c17-5_77530_16302_SZ_de_1,Verstehen und Gestalten B8 - Sprachbuch für Gymnasien,"Dieter Mayer, Gerhard Schoebe",AVAILABLE,DE,C17-5,사회과학
c17-5_00677_16302_SZ_de_1,Verstehen und Gestalten B6 - Sprachbuch für Gymnasien,"Dieter Mayer, Gerhard Schoebe",AVAILABLE,DE,C17-5,사회과학
c17-5_62625_13559_G_de_1,Die Anfänge des griechischen Nationalstaates 1833-1843,Irmgard Wilharm,AVAILABLE,DE,C17-5,역사
c17-5_62625_13559_G_de_2,Die Anfänge des griechischen Nationalstaates 1833-1843,Irmgard Wilharm,AVAILABLE,DE,C17-5,역사
c17-5_62625_13559_G_de_3,Die Anfänge des griechischen Nationalstaates 1833-1843,Irmgard Wilharm,AVAILABLE,DE,C17-5,역사
c17-5_95823_92954_SZ_de_1,Die irische Nationalbewegung zwischen Parlament und Revolution,Peter Alter,AVAILABLE,DE,C17-5,사회과학
c17-5_95823_92954_SZ_de_2,Die irische Nationalbewegung zwischen Parlament und Revolution,Peter Alter,AVAILABLE,DE,C17-5,사회과학
c17-5_39487_64394_G_de_1,Österreich Die Zweite Republik 1,"Erika Weinzierl, Kurt Skalnik",AVAILABLE,DE,C17-5,역사
c17-5_43508_64394_G_de_1,Österreich Die Zweite Republik 2,"Erika Weinzierl, Kurt Skalnik",AVAILABLE,DE,C17-5,역사
c17-5_78793_64394_G_de_1,Österreich 1918-1938 - Geschichte der Ersten Republik 1,"Erika Weinzierl, Kurt Skalnik",AVAILABLE,DE,C17-5,역사
c17-5_55275_64394_G_de_1,Österreich 1918-1938 - Geschichte der Ersten Republik 2,"Erika Weinzierl, Kurt Skalnik",AVAILABLE,DE,C17-5,역사
c17-5_84676_19888_G_de_1,Geschichte Österreichs Band I Urzeit - Von etwa 80000 bis 15 v. Chr. Geb.,Richard Pittioni,AVAILABLE,DE,C17-5,역사
c17-5_84676_19888_G_de_2,Geschichte Österreichs Band I Urzeit - Von etwa 80000 bis 15 v. Chr. Geb.,Richard Pittioni,AVAILABLE,DE,C17-5,역사
c12-1_91154_42688_G_kr_1,요한 파우스트 박사이야기,임우영,AVAILABLE,KR,C12-1,역사
c12-4_63975_32001_L_kr_1,부의 연금술,한스 크리스토프 빈스방어,AVAILABLE,KR,C12-4,문학
c12-5_98955_30173_G_kr_1,카프카,김광규,AVAILABLE,KR,C12-5,역사
c13-3_75596_74409_L_de_1,Brecht für Anfänger und Fortgeschrittene,Hans Mayer,AVAILABLE,DE,C13-3,문학
c13-6_69723_18409_L_kr_1,어드벤처 여행 진짜 여행은 Sightseeing이 아니라 Experience입니다,신발끈여행사,AVAILABLE,KR,C13-6,문학
c13-6_99570_77284_G_de_1,LITERATUR UND KRITIK Februar 1976 101,ÖSTERREICHISCHE MONATSSCHRIFT,AVAILABLE,DE,C13-6,역사
c13-6_47401_77284_G_de_1,LITERATUR UND KRITIK Februar 1976 105,ÖSTERREICHISCHE MONATSSCHRIFT,AVAILABLE,DE,C13-6,역사
c13-6_95300_44714_L_de_1,ÖSTERREICH IN GESCHICHTE UND LITERATUR MIT GEOGRAPHIE 47. Jahrgang 2003 Heft4,ÖGL,AVAILABLE,DE,C13-6,문학
c13-6_85313_44714_L_de_1,ÖSTERREICH IN GESCHICHTE UND LITERATUR MIT GEOGRAPHIE 47. Jahrgang 2003 Heft5,ÖGL,AVAILABLE,DE,C13-6,문학
c13-6_87062_44714_L_de_1,ÖSTERREICH IN GESCHICHTE UND LITERATUR MIT GEOGRAPHIE 47. Jahrgang 2003 Heft6,ÖGL,AVAILABLE,DE,C13-6,문학
c13-6_05759_44714_L_de_1,ÖSTERREICH IN GESCHICHTE UND LITERATUR MIT GEOGRAPHIE 47. Jahrgang 2004 Heft1,ÖGL,AVAILABLE,DE,C13-6,문학
c12-1_65546_10507_SP_kr_1,문학과 진실,간행위원회,AVAILABLE,KR,C12-1,어학
c16-3_67764_41915_L_kr_1,문학사상 1974년 1월호,정음사,AVAILABLE,KR,C16-3,문학
c16-1_92532_75806_L_de_1,NIMM DEIN LEBEN IN DIE HAND - ERZÄHLER UNSERER ZEIT 4,Paul Alverdes et al.,AVAILABLE,DE,C16-1,문학
c16-1_14201_46550_G_de_1,Geschichte von Alt-Heidelberg,Otto P. Shinnerer,AVAILABLE,DE,C16-1,역사
c16-3_49198_38032_L_de_1,Deutsche Lyrik - DER GEGENWART,Willi Fehse,AVAILABLE,DE,C16-3,문학
c16-3_57828_80238_L_de_1,DAS DEUTSCHE GEDICHT - Vom Mittelalter bis zum 20. Jahrhundert,Edgar Hederer,AVAILABLE,DE,C16-3,문학
c16-2_79150_25603_L_de_1,Deutsche Literaturgeschichte in Frage und Antwort Band 1,Dr.Hermann Ammon,AVAILABLE,DE,C16-2,문학
c16-2_44356_25603_L_de_1,Deutsche Literaturgeschichte in Frage und Antwort Band 2,Dr.Hermann Ammon,AVAILABLE,DE,C16-2,문학
c17-2_80033_82333_L_de_1,Das Liechtensteinen Wimmelbuch,Beatrice Brunhart-Risch et al.,AVAILABLE,DE,C17-2,문학
c17-2_58142_47106_L_de_1,DIE BIBEL - LUTHERÜBERSETZUNG,Martin Luther,AVAILABLE,DE,C17-2,문학
c17-4_73297_50872_L_de_1,Kinderlieder,Cornelius Hauptmann et al.,AVAILABLE,DE,C17-4,문학
c17-4_21784_64803_G_de_1,Reclams Leidführer,Axel Bauni et al.,AVAILABLE,DE,C17-4,역사
c8-5_58181_13623_G_de_1,Grundkurse und Leistungskurse Geschichte - Bibliographische Hinweise,Siegfried Schiele,AVAILABLE,DE,C8-5,역사
c8-5_31013_14748_SZ_de_1,Die Bundesrepublik Deutschland 1949-1963/66 Die Ära Adenauer,Reinhard Neebe,AVAILABLE,DE,C8-5,사회과학
c8-6_28551_24922_G_de_1,Wissenschaftliche Kommission des Theodor-Kömer-Stiftungsfonds und des Leopold-Kunschak-Preises zur Erforschung der österreichischen Geschichte der Jahre 1918 bis 1938 - Veröffentlichungen Band 7 - Anschluss 1938,Rudolf Neck et al.,AVAILABLE,DE,C8-6,역사
c8-6_19115_76880_SZ_de_1,VADE MECUM-Deutscher Lehr- und Forschungsstätten Stätten der Forschung Band1,Dr. Josef Raabe,AVAILABLE,DE,C8-6,사회과학
c8-6_64619_76880_SZ_de_1,VADE MECUM-Deutscher Lehr- und Forschungsstätten Stätten der Forschung Band2,Dr. Josef Raabe,AVAILABLE,DE,C8-6,사회과학
c16-1_51605_74611_L_de_1,"Deutschland erzählt, von Arthur Schnitzler bis Uwe Johnson",Benno von Wiese,AVAILABLE,DE,C16-1,문학
c16-4_60568_32790_G_de_2,Tatsachen über Deutschland,Societätsverlag,AVAILABLE,DE,C16-4,역사
c16-4_14217_38450_SP_de_1,EINFÜHRUNG IN DIE LITERATUR DES DEUTSCHEN SPRACHRAUMES VON IHREN ANFÄNGEN BIS ZUR GEGENWART TEIL I - Mit besonderer Berücksichtigung des östereichischen Schrifttums,"Herbert Pochlatko, Karl Koweindl, Josef Pongratz",AVAILABLE,DE,C16-4,어학
c16-4_16103_38450_SP_de_1,EINFÜHRUNG IN DIE LITERATUR DES DEUTSCHEN SPRACHRAUMES VON IHREN ANFÄNGEN BIS ZUR GEGENWART TEIL II - Mit besonderer Berücksichtigung des östereichischen Schrifttums,"Herbert Pochlatko, Karl Koweindl, Josef Pongratz",AVAILABLE,DE,C16-4,어학
c16-4_17122_38450_SP_de_1,EINFÜHRUNG IN DIE LITERATUR DES DEUTSCHEN SPRACHRAUMES VON IHREN ANFÄNGEN BIS ZUR GEGENWART TEIL Ⅲ - Mit besonderer Berücksichtigung des östereichischen Schrifttums,"Herbert Pochlatko, Karl Koweindl, Josef Pongratz",AVAILABLE,DE,C16-4,어학
c16-4_30399_76150_SZ_de_1,Deutsche AKADEMIE FÜR SPRACHE UND DICHTUNG - Jahrbuch 2011,Wallstein,AVAILABLE,DE,C16-4,사회과학
c16-4_90380_18929_L_de_1,Leonhard - Chronik einer Kindheit,Fritz Alexander Kauffmann,AVAILABLE,DE,C16-4,문학
c16-4_89456_49300_SZ_de_1,Jahrbuch 2016/2017 - DEUTSCHE AKADEMIE FÜR SPRACHE UND DICHTUNG,deutsche Akademie für Sprache und Dichtung,AVAILABLE,DE,C16-4,사회과학
c16-4_68449_49300_SZ_de_1,Preise 2017 - Deutsche AKADEMIE FÜR SPRACHE UND DICHTUNG,deutsche Akademie für Sprache und Dichtung,AVAILABLE,DE,C16-4,사회과학
c16-4_74140_22595_SP_de_1,Geschichte der deutschen Sprache,Walter de Gruyter,AVAILABLE,DE,C16-4,어학
c16-4_05969_72523_L_de_1,Wege der deutschen Literatur - Eine geschichtliche Darstellung,"Glaser, Lehmann, Lubos",AVAILABLE,DE,C16-4,문학
c16-4_81963_46360_L_de_1,"Gedichtbuch für Hugo May - Faksimile Edition, Band 1 Faksimile",Else Lasker-Schüler,AVAILABLE,DE,C16-4,문학
c16-4_01284_46360_L_de_1,"Gedichtbuch für Hugo May - Faksimile Edition, Band 2 Text und Kommentar",Else Lasker-Schüler,AVAILABLE,DE,C16-4,문학
c16-4_21215_85192_L_de_1,Das Werk - Mit einem Essay von Michael Lentz,Jesse Thoor,AVAILABLE,DE,C16-4,문학
c16-4_84185_29031_L_de_1,Gesammelte Werk,Rainer Maria Rilke,AVAILABLE,DE,C16-4,문학
c16-4_67968_49442_L_de_1,DIE MUSIKWELT DES BAROCK,Bernhard Morbach,AVAILABLE,DE,C16-4,문학
c16-4_26009_81571_L_de_1,Basiswissen Barockmusik - Band 1 : Zur Instrumentalmusik des Hoch- und Spätbarock,Karl Kaiser,AVAILABLE,DE,C16-4,문학
c16-4_31631_15477_L_de_1,Basiswissen Barockmusik - Band 2 : Die barocke Oper. Aspekte der Annäherung,Michael Schneider,AVAILABLE,DE,C16-4,문학
c16-4_75020_02431_L_de_1,Bach - Musik für die Himmelsburg,John Eliot Gardiner,AVAILABLE,DE,C16-4,문학
c16-4_86101_78434_SP_de_1,Teste Dein Deutsch! - Stufe 1 Ein Testbuch für Anfänger,M. Zingel,AVAILABLE,DE,C16-4,어학
c16-4_48882_85942_L_de_1,Die Musik des 17. und 18. Jahrhunderts,Briger Petersen,AVAILABLE,DE,C16-4,문학
c16-4_99128_20673_SZ_de_1,Fit fürs Zertifikat TestDaF - Tipps und Übungen,Jörg Roche,AVAILABLE,DE,C16-4,사회과학
c16-4_99128_20673_SZ_de_2,Fit fürs Zertifikat TestDaF - Tipps und Übungen,Jörg Roche,AVAILABLE,DE,C16-4,사회과학
c16-4_45816_96098_SZ_de_1,Fit fürs Zertifikat Deutsch A1 - Start Deutsch 1,"Johannes Gerbes, Frauke van der Werff",AVAILABLE,DE,C16-4,사회과학
c16-4_45816_96098_SZ_de_2,Fit fürs Zertifikat Deutsch A1 - Start Deutsch 1,"Johannes Gerbes, Frauke van der Werff",AVAILABLE,DE,C16-4,사회과학
c16-4_99490_46973_SZ_de_1,Fit fürs Zertifikat B2 - Deutschprüfung für Erwachsene,"Heide Stiebeler, Frauke van der Werff",AVAILABLE,DE,C16-4,사회과학
c16-4_99490_46973_SZ_de_2,Fit fürs Zertifikat B2 - Deutschprüfung für Erwachsene,"Heide Stiebeler, Frauke van der Werff",AVAILABLE,DE,C16-4,사회과학
c16-5_42261_93380_G_de_1,Das Werk : Band 1 - Weimarer Republik 1931-1933,Irmgard Keun,AVAILABLE,DE,C16-5,역사
c16-5_77285_93380_L_de_1,Das Werk : Band 2 - NS-Deutschland und Exil 1933-1940,Irmgard Keun,AVAILABLE,DE,C16-5,문학
c16-5_54681_93380_L_de_1,Das Werk : Band 3 - Nachkriedgszeit und Bundesrepublik 1946-1962,Irmgard Keun,AVAILABLE,DE,C16-5,문학
c16-5_13316_36552_L_de_1,Der Mann ohne Eigenschaften 1,Robert Musil,AVAILABLE,DE,C16-5,문학
c16-5_81866_36552_L_de_1,Der Mann ohne Eigenschaften 2,Robert Musil,AVAILABLE,DE,C16-5,문학
c16-5_04242_36552_L_de_1,Der Mann ohne Eigenschaften 3,Robert Musil,AVAILABLE,DE,C16-5,문학
c16-5_37439_36552_L_de_1,Der Mann ohne Eigenschaften 4,Robert Musil,AVAILABLE,DE,C16-5,문학
c16-5_95914_36552_L_de_1,Der Mann ohne Eigenschaften 5,Robert Musil,AVAILABLE,DE,C16-5,문학
c16-5_63920_36552_L_de_1,Der Mann ohne Eigenschaften 6,Robert Musil,AVAILABLE,DE,C16-5,문학
c16-5_91837_36552_L_de_1,Bücher 1,Robert Musil,AVAILABLE,DE,C16-5,문학
c16-5_52098_36552_L_de_1,Bücher 2,Robert Musil,AVAILABLE,DE,C16-5,문학
c16-5_48778_36552_SZ_de_1,In Zeitungen und Zeitschriften 1898-1921,Robert Musil,AVAILABLE,DE,C16-5,사회과학
c16-5_25047_36552_SZ_de_1,In Zeitungen und Zeitschriften 1922-1924,Robert Musil,AVAILABLE,DE,C16-5,사회과학
c16-5_73008_36552_SZ_de_1,In Zeitungen und Zeitschriften 1925-1938,Robert Musil,AVAILABLE,DE,C16-5,사회과학
c16-5_07084_76785_L_en_1,Michael Haneke's Camera - The Ethic of the Image,Catherine Wheatley,AVAILABLE,EN,C16-5,문학
c16-5_04066_16962_L_en_1,A Companion to Michael Haneke,Roy Grundmann,AVAILABLE,EN,C16-5,문학
c16-6_76514_33188_L_de_1,Das Augenspiel - Lebensgeschichte 1931-1937,ELIAS CANETTI,AVAILABLE,DE,C16-6,문학
c16-6_91360_33188_L_de_1,Die Blendung - Roman,ELIAS CANETTI,AVAILABLE,DE,C16-6,문학
c16-6_37747_33188_L_de_1,Dramen - Hochzeit Komödie der Eitelkeit Die Befristeten,ELIAS CANETTI,AVAILABLE,DE,C16-6,문학
c16-6_33038_33188_L_de_1,Die Frackel im Ohr - Lebensgeschichte 1921 - 1931,ELIAS CANETTI,AVAILABLE,DE,C16-6,문학
c16-6_69545_33188_L_de_1,Die Fliegenpein - Aufzeichnungen,ELIAS CANETTI,AVAILABLE,DE,C16-6,문학
c16-6_12966_33188_L_de_1,Das Geheimherz dr Uhr - Aufzeichnungen 1973 - 1985,ELIAS CANETTI,AVAILABLE,DE,C16-6,문학
c16-6_58244_33188_G_de_1,Die gerettete Zunge - Geschichte einer Jugend,ELIAS CANETTI,AVAILABLE,DE,C16-6,역사
c16-6_54971_33188_SP_de_1,Das Gewissen der Worte - Essays,ELIAS CANETTI,AVAILABLE,DE,C16-6,어학
c16-6_21815_33188_SZ_de_1,Masse und Macht,ELIAS CANETTI,AVAILABLE,DE,C16-6,사회과학
c16-6_84354_33188_G_de_1,Nachträge aus Hampstead - Aufzeichnungen,ELIAS CANETTI,AVAILABLE,DE,C16-6,역사
c16-6_81973_33188_L_de_1,Der Ohrenzeuge - Fünfzig Charaktere,ELIAS CANETTI,AVAILABLE,DE,C16-6,문학
c16-6_22557_33188_SZ_de_1,Die Provinz des Menschen - Aufzeichnungen 1942 - 1972,ELIAS CANETTI,AVAILABLE,DE,C16-6,사회과학
c16-6_68551_33188_G_de_1,Die Stimmen von Marrakesch - Aufzeichnungen nach einer Reise,ELIAS CANETTI,AVAILABLE,DE,C16-6,역사
c16-6_76516_98049_L_de_1,Wortmasken - Texte zu Leben und Werk von Elias Canette,Ortrun Huber,AVAILABLE,DE,C16-6,문학
c8-5_67170_41769_L_en_1,Great Dialogues of Plato,W.H.D. Rouse,AVAILABLE,EN,C8-5,문학
c8-5_39512_78245_SZ_de_1,Grundgesetz,Nundeszentrale für politische Bildung,AVAILABLE,DE,C8-5,사회과학
c8-5_38260_20321_L_de_1,Grundprobleme der großen Philosophen - Philosophie der Neuzeit II,Josef Speck,AVAILABLE,DE,C8-5,문학
c8-5_77731_10950_L_de_1,Grundlagen der deutschen Geshichtsforshung,Walter Steller,AVAILABLE,DE,C8-5,문학
c8-5_16146_52822_G_de_1,Deutschlands Schicksal 1945-1957,"Hubertus Prinz zu Löwenstein, Volkmar von Zühlsdorff",AVAILABLE,DE,C8-5,역사
c8-5_24504_36037_L_de_1,Der Krone Glanz und Last - Geschichten zur Geschichte,Georg Schreiber,AVAILABLE,DE,C8-5,문학
c8-5_30265_91772_G_en_1,Hitler's Defeat in Austria 1933-1934,Gottfried-Karl Kindermann,AVAILABLE,EN,C8-5,역사
c8-5_98622_65754_L_de_1,Deutsche Exilliteratur 1933-1950 (Band 2),Hans-Albert Walter,AVAILABLE,DE,C8-5,문학
c8-5_10382_50028_L_de_1,Hauptströmungen der Gegenwartsphilosophie 1,Wolfgang Stegmüller,AVAILABLE,DE,C8-5,문학
c8-5_50838_31475_L_de_1,Neues Handbuch der Deutsch-Sprachigen Gegenwarts-Literatur seit 1945,Dietz-Rüdiger Moser,AVAILABLE,DE,C8-5,문학
c8-5_58863_07907_L_de_1,Der Auftrag,"H.M. Enzensberger, V. Eismann",AVAILABLE,DE,C8-5,문학
c8-5_04601_21731_L_de_1,Das Niebelungen Lied,작자 미상,AVAILABLE,DE,C8-5,문학
c8-5_26274_43567_L_kr_1,문화와 폭발,유리 로트만,AVAILABLE,KR,C8-5,문학
c8-5_22993_83638_SP_de_1,Das Österreichische Deutsch,Peter Wiesinger,AVAILABLE,DE,C8-5,어학
c8-5_84142_38481_SZ_de_1,"Der Ingeborg-Bachmann-Preis - Börse, Show, Event",Doris Moser,AVAILABLE,DE,C8-5,사회과학
c8-5_41927_29854_L_de_1,Daten Deutscher Dichtung,"Herbert A. Frenzel, Elisabeth Frenzel",AVAILABLE,DE,C8-5,문학
c8-5_47073_43662_SZ_de_1,Internationale Politik - Transatlantic Edition,"Karl Kaiser, Hans-Peter Schwarz, Robert Cooper, Antony Polonsky, Dietrich von Kyaw, Heinrich August Winkler",AVAILABLE,DE,C8-5,사회과학
c8-5_98026_70588_SP_kr_1,외국문화연구 제2호 - 특집 :  한국문학과 유럽문학의 비교 연구,한국외국어대학교 외국학종합연구센터 외국문학연구소,AVAILABLE,KR,C8-5,어학
c8-5_29050_70588_SP_kr_1,외국문화연구 제3호 - 특집 :  동서문학에 나타난 페미니즘,한국외국어대학교 외국학종합연구센터 외국문학연구소,AVAILABLE,KR,C8-5,어학
c8-5_53727_66350_SZ_kr_1,독일은 어떻게 유럽을 지배하는가 - 브렉시트와 EU 권력의 재편성,폴 레버,AVAILABLE,KR,C8-5,사회과학
c8-5_38728_05890_L_de_1,Roman der Medicus,Noah Gordon,AVAILABLE,DE,C8-5,문학
c8-5_73298_61990_L_de_1,Die deutsche Literatur im Dritten Bereich,"Horst Denkler, Karl Prümm",AVAILABLE,DE,C8-5,문학
c8-5_73703_11766_G_de_1,Die Bedrohung Berlins,Hans Spieler,AVAILABLE,DE,C8-5,역사
c8-5_26571_93184_G_de_1,Deutsche Geschichte,Wilhelm Treue,AVAILABLE,DE,C8-5,역사
c8-5_27860_49949_SP_de_1,Deutsche Sprachiehre Für die Studenten,Kon-kuk Universitat,AVAILABLE,DE,C8-5,어학
c8-5_65969_32335_G_en_1,Documents on Berlin 1943-1963,Wolfgang Heidemeyer,AVAILABLE,EN,C8-5,역사
c8-5_81125_16020_G_de_1,Eine Welt für alle,Christian W. Troll,AVAILABLE,DE,C8-5,역사
c8-5_32619_78783_L_de_1,Expressionismus,"Vietta, Kemper",AVAILABLE,DE,C8-5,문학
c8-5_54660_77415_G_de_1,Vom Reich zu Osterreich,Jochen Jung,AVAILABLE,DE,C8-5,역사
c8-5_23848_01050_L_de_1,Die Zeit der Deustchen Klassik,Richard Benz,AVAILABLE,DE,C8-5,문학
c8-5_52338_14860_G_de_1,Die Epochen der deutschen Geschichte,Johannes Haller,AVAILABLE,DE,C8-5,역사
c8-5_63611_73005_G_de_1,Die DDR,Eberhard Schneider,AVAILABLE,DE,C8-5,역사
c8-5_95918_96293_L_de_1,Die geistige Entwicklung Wilhelm Raabes,Gerhart Mayer,AVAILABLE,DE,C8-5,문학
c8-5_33859_65977_SZ_de_1,Die improvisierte Demokratie,Th. Eschenburg,AVAILABLE,DE,C8-5,사회과학
c8-5_58790_78455_G_de_1,Die Geschichte Europas seit 1870,H. A. Clement,AVAILABLE,DE,C8-5,역사
c8-5_50739_15255_G_de_1,Das Fischer Lexikon – Geschichte,Waldemar Besson,AVAILABLE,DE,C8-5,역사
c8-5_11952_75772_G_de_1,Grundzüge der Geschichte der Habsburger-Monarchie und Österreichs,Ernst Joseph Görlich,AVAILABLE,DE,C8-5,역사
c8-5_08231_81687_SZ_de_1,Geschichte der Philosophie,Curt Friedlein,AVAILABLE,DE,C8-5,사회과학
c8-5_08231_81687_SZ_de_2,Geschichte der Philosophie,Curt Friedlein,AVAILABLE,DE,C8-5,사회과학
c8-5_80526_68770_G_de_1,Geschichte der Republik Österreich,Heinrich Benedikt,AVAILABLE,DE,C8-5,역사
c8-5_09480_66769_G_de_1,Geschichte und Ideologie,Reinhard Kühnl,AVAILABLE,DE,C8-5,역사
c8-5_01765_96009_L_de_1,Anfänge der bürgerlichen Geschichtsphilosophie / Hegel und das Problem der Metaphysik / Montaigne und die Funktion der Skepsis,Max Horkheimer,AVAILABLE,DE,C8-5,문학
c8-5_82538_02607_L_de_1,Gestalt und Rolle der Mutter im Roman des ausgehenden 19. und beginnenden 20. Jahrhunderts,Johannes Toth,AVAILABLE,DE,C8-5,문학
c17-6_47187_20103_L_de_1,TEXT+KRITIK,Friedlich Gott Klopstock,AVAILABLE,DE,C17-6,문학
c17-6_47187_36958_L_de_1,TEXT+KRITIK,Friedlich DurrenmattⅡ,AVAILABLE,DE,C17-6,문학
c17-6_47187_32745_L_de_1,TEXT+KRITIK,Peter Handke,AVAILABLE,DE,C17-6,문학
c17-6_47187_87382_L_de_1,TEXT+KRITIK,Gunter Grass,AVAILABLE,DE,C17-6,문학
c17-6_70677_22111_L_en_1,Deustche Metrik,"Otto Paul, Ingeborg Glier",AVAILABLE,EN,C17-6,문학
c17-6_61299_12496_L_de_1,Die deutsche Novelle zwischen Klassik und Romantik,Josef Kunz,AVAILABLE,DE,C17-6,문학
c17-6_24834_40589_L_de_1,Interpretationen von 66 Balladen Moritaten Chansons,Edgar Neis,AVAILABLE,DE,C17-6,문학
c17-6_00528_90296_L_de_1,Die Wand Roman,Marlen Haushofer,AVAILABLE,DE,C17-6,문학
c17-6_27430_00643_L_de_1,Interpretationen1 Deustche Lyrik von Weckherlin bis Berlin,Jost Schillemeit,AVAILABLE,DE,C17-6,문학
c17-6_85017_34992_SP_de_1,Die schriftlich Form germanitischer Arbeiten,Georg Bangen,AVAILABLE,DE,C17-6,어학
c17-6_25521_03733_L_de_1,Goethe erzählt sein Leben,"Hans Egon Gerlach, Otto Hermann",AVAILABLE,DE,C17-6,문학
c17-6_94236_74611_L_en_1,Novelle,Benno von Wiese,AVAILABLE,EN,C17-6,문학
c17-6_57151_72523_L_de_1,Wege der deutschen Literatur,"Glaser, Lehmann, Lubos",AVAILABLE,DE,C17-6,문학
c17-6_01613_44577_L_de_1,Das moderne Drama,Marget Dietrich,AVAILABLE,DE,C17-6,문학
c17-6_69790_72038_L_de_1,Deutsche Literaturgeschichte,Fritz Martini,AVAILABLE,DE,C17-6,문학
c17-6_43934_45507_L_de_1,"Wie unfair, David! Satiren",Ephraim Kishon,AVAILABLE,DE,C17-6,문학
c8-6_58153_13435_SP_de_1,Dialektische Philosophie der Neuzeit 1 - Von Kant bis Hegel,Wolfgang Röd,AVAILABLE,DE,C8-6,어학
c8-6_76192_13435_SZ_de_1,Dialektische Philosophie der Neuzeit 2 - Von Marx bis zur Gegenwart,Wolfgang Röd,AVAILABLE,DE,C8-6,사회과학
c8-6_77530_16302_SZ_de_1,Verstehen und Gestalten B8 - Sprachbuch für Gymnasien,"Dieter Mayer, Gerhard Schoebe",AVAILABLE,DE,C8-6,사회과학
c8-6_00677_16302_SZ_de_1,Verstehen und Gestalten B6 - Sprachbuch für Gymnasien,"Dieter Mayer, Gerhard Schoebe",AVAILABLE,DE,C8-6,사회과학
c8-6_62625_13559_G_de_1,Die Anfänge des griechischen Nationalstaates 1833-1843,Irmgard Wilharm,AVAILABLE,DE,C8-6,역사
c8-6_62625_13559_G_de_2,Die Anfänge des griechischen Nationalstaates 1833-1843,Irmgard Wilharm,AVAILABLE,DE,C8-6,역사
c8-6_62625_13559_G_de_3,Die Anfänge des griechischen Nationalstaates 1833-1843,Irmgard Wilharm,AVAILABLE,DE,C8-6,역사
c8-6_95823_92954_SZ_de_1,Die irische Nationalbewegung zwischen Parlament und Revolution,Peter Alter,AVAILABLE,DE,C8-6,사회과학
c8-6_95823_92954_SZ_de_2,Die irische Nationalbewegung zwischen Parlament und Revolution,Peter Alter,AVAILABLE,DE,C8-6,사회과학
