call_number,title,author,status,language,location,category
c12-1_27616_17179_L_kr_1,바흐 (Johann Sebastian Bach),마르틴 게크,AVAILABLE,KR,C12-1,문학
c12-1_98365_66130_G_kr_1,Jeff Koons 제프 쿤스,라이날트 괴츠 (Rainald Götz),AVAILABLE,KR,C12-1,역사
c12-1_85401_97563_L_kr_1,파우스트 2,요한 볼프강 폰 괴테,AVAILABLE,KR,C12-1,문학
c12-1_33924_97563_L_kr_1,이피게니에 스텔라,요한 볼프강 폰 괴테,AVAILABLE,KR,C12-1,문학
c12-1_26673_97563_SZ_kr_1,빌헬름 마이스터의 수업시대 2,요한 볼프강 폰 괴테,AVAILABLE,KR,C12-1,사회과학
c12-1_43697_89883_L_kr_1,빌헬름 마이스터의 편력시대 1,괴테 (Johann Wolfgang von Goethe),AVAILABLE,KR,C12-1,문학
c12-1_49415_89883_L_kr_1,빌헬름 마이스터의 편력시대 2,괴테 (Johann Wolfgang von Goethe),AVAILABLE,KR,C12-1,문학
c12-1_35590_97563_L_kr_1,"진실, 지혜 그리고 괴테",요한 볼프강 폰 괴테,AVAILABLE,KR,C12-1,문학
c12-1_84960_60484_L_kr_1,괴테,J. W. V 괴테 / 金柱演 譯註(김주연 역주),AVAILABLE,KR,C12-1,문학
c12-1_19164_84960_L_kr_1,젊은 베르테르의 슬픔 (DIE LEIDEN DES JUNGEN WERTHERS),괴테,AVAILABLE,KR,C12-1,문학
c12-1_37653_84960_L_kr_1,젊은 베르테르의 슬픔 - 헤르만과 도로테아,괴테,AVAILABLE,KR,C12-1,문학
c12-1_13397_97563_L_kr_1,서동 시집 (GOETHE WEST-ÖSTLICHER DIVAN),요한 볼프강 폰 괴테,AVAILABLE,KR,C12-1,문학
c12-1_26445_97563_L_kr_1,서동 시집,요한 볼프강 폰 괴테,AVAILABLE,KR,C12-1,문학
c12-1_71512_84960_L_kr_1,"서동 시집 (西東 詩集, West-östlicher Divan)",괴테,AVAILABLE,KR,C12-1,문학
c12-1_94466_48652_L_kr_1,살아남은 자의 슬픔,브레히트,AVAILABLE,KR,C12-1,문학
c12-1_47936_84960_L_kr_1,예술론 Schriften zur Kunst,괴테,AVAILABLE,KR,C12-1,문학
c12-1_42165_84960_L_kr_1,프로메테우스(외),괴테,AVAILABLE,KR,C12-1,문학
c12-1_01368_53057_L_kr_1,양철북 1 Die Blechtrommel,귄터 그라스,AVAILABLE,KR,C12-1,문학
c12-1_25780_53057_L_kr_1,양철북 2 Die Blechtrommel,귄터 그라스,AVAILABLE,KR,C12-1,문학
c12-1_27058_91339_G_kr_1,Mein Jahrhundert 나의 세기 1,귄터 그라스 Günter Grass,AVAILABLE,KR,C12-1,역사
c12-1_99239_91339_G_kr_1,Mein Jahrhundert 나의 세기 2,귄터 그라스 Günter Grass,AVAILABLE,KR,C12-1,역사
c12-1_12285_53057_L_kr_1,무당개구리 울음 -談說(담설)-,귄터 그라스,AVAILABLE,KR,C12-1,문학
c12-1_90859_53057_G_kr_1,텔크테에서의 만남 Das Treffen in Telgte,귄터 그라스,AVAILABLE,KR,C12-1,역사
c12-1_30113_64837_L_kr_1,Medea 메데이아,프란츠 그릴파르처 Franz Grillparzer,AVAILABLE,KR,C12-1,문학
c12-2_96804_31713_L_kr_1,독일어판 완전 번역 그림 동화 1,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_68482_31713_L_kr_1,독일어판 완전 번역 그림 동화 2,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_82810_31713_L_kr_1,독일어판 완전 번역 그림 동화 3,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_25095_31713_L_kr_1,독일어판 완전 번역 그림 동화 4,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_24248_31713_L_kr_1,독일어판 완전 번역 그림 동화 5,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_60399_31713_L_kr_1,독일어판 완전 번역 그림 동화 6,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_17196_31713_L_kr_1,독일어판 완전 번역 그림 동화 7,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_61502_31713_L_kr_1,독일어판 완전 번역 그림 동화 8,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_21797_31713_L_kr_1,독일어판 완전 번역 그림 동화 9,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_39086_31713_L_kr_1,독일어판 완전 번역 그림 동화 10,그림 형제,AVAILABLE,KR,C12-2,문학
c12-2_65911_86587_L_kr_1,탈리스만 (마스코트),요한 네포묵 네스트로이,AVAILABLE,KR,C12-2,문학
c12-2_66741_06051_L_kr_1,늦어도 11월에는 Spätestens im November,한스 에리히 노삭,AVAILABLE,KR,C12-2,문학
c12-2_91307_84199_L_kr_1,니벨룽겐의 노래 • 상 독일의 영웅서사시,허창운,AVAILABLE,KR,C12-2,문학
c12-2_44106_84199_L_kr_1,니벨룽겐의 노래 • 하 독일의 영웅서사시,허창운,AVAILABLE,KR,C12-2,문학
c12-2_62334_63243_L_kr_1,아무에게도 말하고 싶지않은 사랑,E. M. 레마르크,AVAILABLE,KR,C12-2,문학
c12-2_44342_45718_L_kr_1,Nathan der Weise 현자 나탄,고트홀트 레싱 Gotthold E. Lessing,AVAILABLE,KR,C12-2,문학
c12-2_91892_23120_SP_kr_1,Der Große Katechismus 대교리문답,마르틴 루터,AVAILABLE,KR,C12-2,어학
c12-2_77606_98080_L_kr_1,고원의 사랑 옥중기 Luise Rinser Gefängnistagebuch,루이제 린저,AVAILABLE,KR,C12-2,문학
c12-2_81344_29031_L_kr_1,"첫 시집들, 초기 시들, 백의의 후작부인, 기수 크리스토프 릴케의 사랑과 죽음의 노래, 기도시집",Rainer Maria RILKE,AVAILABLE,KR,C12-2,문학
c12-2_53882_29031_L_kr_1,"형상시집, 신시집, 진혼곡, 마리아의 생애, 두이노의 비가, 오르페우스에게 바치는 소네트",Rainer Maria RILKE,AVAILABLE,KR,C12-2,문학
c12-2_89747_29031_L_kr_1,헌시 • 시작노트,Rainer Maria RILKE,AVAILABLE,KR,C12-2,문학
c12-2_34326_29031_L_kr_1,초기 시와 서정적 희곡 삶과 노래 치커리 • 그대의 축제를 위하여,Rainer Maria RILKE,AVAILABLE,KR,C12-2,문학
c12-2_60036_29031_L_kr_1,시인이 직접 발표한 시와 유고,Rainer Maria RILKE,AVAILABLE,KR,C12-2,문학
c12-2_39006_29031_L_kr_1,"단편소설 삶의 저편으로, 두 편의 프라하 이야기, 마지막 사람들, 사랑하는 신 이야기",Rainer Maria RILKE,AVAILABLE,KR,C12-2,문학
c12-2_81021_29031_L_kr_1,"산문집(1893~1902) 황금빛 상자, 사도, 무덤 파는 사람 외",Rainer Maria RILKE,AVAILABLE,KR,C12-2,문학
c12-3_05592_29031_L_kr_1,보르프스베데 · 로댕론,Rainer Maria RILKE,AVAILABLE,KR,C12-3,문학
c12-3_31879_29031_L_kr_1,"예술론(1893~1905) 현대 서정시, 사물의 멜로디, 예술에 대하여 외",Rainer Maria RILKE,AVAILABLE,KR,C12-3,문학
c12-3_88661_29031_L_kr_1,말테의 수기,Rainer Maria RILKE,AVAILABLE,KR,C12-3,문학
c12-3_70519_29031_L_kr_1,"예술론(1906~1926) 시인에 대하여, 체험, 근원적 음향 외",Rainer Maria RILKE,AVAILABLE,KR,C12-3,문학
c12-3_84744_61329_L_kr_1,서양 중세·르네상스 철학 강의,에른스트 블로흐,AVAILABLE,KR,C12-3,문학
c12-3_56697_06665_SZ_kr_1,선택된 인간 DER ERWÄHLTE,토마스 만,AVAILABLE,KR,C12-3,사회과학
c12-3_20960_06665_L_kr_1,부덴브로크 가의 사람들 1 Buddenbrooks. Verfall einer Familie,토마스 만,AVAILABLE,KR,C12-3,문학
c12-3_16827_06665_L_kr_1,부덴브로크 가의 사람들 2 Buddenbrooks. Verfall einer Familie,토마스 만,AVAILABLE,KR,C12-3,문학
c12-3_32549_06665_L_kr_1,토니오 크뢰거 트리스탄 Tonio Kröger / Tristan,토마스 만,AVAILABLE,KR,C12-3,문학
c12-3_36333_06665_L_kr_1,마의 산 상 Der Zauberberg,토마스 만,AVAILABLE,KR,C12-3,문학
c12-3_78083_06665_L_kr_1,마의 산 하 Der Zauberberg,토마스 만,AVAILABLE,KR,C12-3,문학
c12-3_82626_47500_L_kr_1,푸른 천사,하인리히 만,AVAILABLE,KR,C12-3,문학
c12-3_25960_75402_L_kr_1,獨逸人(독일인)의 사랑,M · 뮐러,AVAILABLE,KR,C12-3,문학
c12-3_89621_15380_G_kr_1,숨그네,헤르타 뮐러,AVAILABLE,KR,C12-3,역사
c12-3_48426_68837_SP_kr_1,Linguistik der Lüge 거짓말의 언어학,하랄트 바인리히,AVAILABLE,KR,C12-3,어학
c12-3_48426_68837_SP_kr_2,Linguistik der Lüge 거짓말의 언어학,하랄트 바인리히,AVAILABLE,KR,C12-3,어학
c12-3_48426_68837_SP_kr_3,Linguistik der Lüge 거짓말의 언어학,하랄트 바인리히,AVAILABLE,KR,C12-3,어학
c12-3_73521_39109_L_kr_1,보리스를 위한 파티,토마스 베른하르트,AVAILABLE,KR,C12-3,문학
c12-3_53635_39109_G_kr_1,옛 거장들,토마스 베른하르트,AVAILABLE,KR,C12-3,역사
c12-3_97887_57710_L_kr_1,아에네이스 Aeneis,베르길리우스,AVAILABLE,KR,C12-3,문학
c12-3_22586_39109_L_kr_1,모자,토마스 베른하르트,AVAILABLE,KR,C12-3,문학
c12-3_92875_39698_L_kr_1,코카시아의 백묵원 Der kaukasische Kreidekreis,베르톨트 브레히트,AVAILABLE,KR,C12-3,문학
c12-3_48921_39109_L_kr_1,원인,토마스 베른하르트,AVAILABLE,KR,C12-3,문학
c12-3_42350_99573_L_kr_1,The Uses of Enchantment 옛이야기의 매력 1,브루노 베텔하임,AVAILABLE,KR,C12-3,문학
c12-3_91260_99573_L_kr_1,The Uses of Enchantment 옛이야기의 매력 2,브루노 베텔하임,AVAILABLE,KR,C12-3,문학
c12-3_64448_92585_L_kr_1,"베토벤, 불멸의 편지",루드비히 판 베토벤,AVAILABLE,KR,C12-3,문학
c12-3_18509_80297_G_kr_1,지구 반대편을 향한 달 이야기 Der erdabgewandte Seite der Geschichte,니콜라스 보른,AVAILABLE,KR,C12-3,역사
c12-3_96953_42058_G_de_1,"Wo warst du, Adam?",Heirich Böll,AVAILABLE,DE,C12-3,역사
c12-3_95526_45551_L_kr_1,"아담, 너는 어디에 있었느냐",하인리히 뵐,AVAILABLE,KR,C12-3,문학
c12-3_26227_42058_L_kr_1,유언,Heirich Böll,AVAILABLE,KR,C12-3,문학
c12-3_26227_42058_L_kr_2,유언,Heirich Böll,AVAILABLE,KR,C12-3,문학
c12-3_73526_45551_L_kr_1,카타리나 블룸의 잃어버린 명예 Der verlorene Ehre der Katharina Blum,하인리히 뵐,AVAILABLE,KR,C12-3,문학
c12-3_12028_45551_L_kr_1,그리고 아무말도 하지 않았다,하인리히 뵐,AVAILABLE,KR,C12-3,문학
c12-3_99314_45551_L_kr_1,Der Zug war pünktlich 열차는 정확했다,하인리히 뵐,AVAILABLE,KR,C12-3,문학
c12-3_53971_47163_L_kr_1,브레히트의 연인,한스 붕에,AVAILABLE,KR,C12-3,문학
c12-3_42886_93721_L_kr_1,Dantons Tod 당통의 죽음,Georg Büchner,AVAILABLE,KR,C12-3,문학
c12-3_40047_91185_L_kr_1,平和(평화)의 哲學(철학),빌리 브란트,AVAILABLE,KR,C12-3,문학
c12-3_40047_91185_L_kr_2,平和(평화)의 哲學(철학),빌리 브란트,AVAILABLE,KR,C12-3,문학
c12-4_16937_39698_G_kr_1,Der Aufstieg des Arturo Ui 아르투로 우이의 출세,베르톨트 브레히트,AVAILABLE,KR,C12-4,역사
c12-4_64216_45718_L_kr_1,Emilia Galotti 에밀리아 갈로티,고트홀트 레싱 Gotthold E. Lessing,AVAILABLE,KR,C12-4,문학
c12-4_69250_02121_L_kr_1,브레히트의 연극 세계,한국브레히트학회,AVAILABLE,KR,C12-4,문학
c12-4_69805_67084_L_kr_1,"브레히트 희곡선집1 서푼짜리 오페라, 동의자와 거부자, 예외와 관습",임한순,AVAILABLE,KR,C12-4,문학
c12-4_91869_67084_L_kr_1,"브레히트 희곡선집2 갈릴래이의 생애, 사천의 선인",임한순,AVAILABLE,KR,C12-4,문학
c12-4_81023_02121_L_kr_1,브레히트 선집 2 희곡,한국브레히트학회,AVAILABLE,KR,C12-4,문학
c12-4_95768_02121_L_kr_1,브레히트 선집 3 희곡,한국브레히트학회,AVAILABLE,KR,C12-4,문학
c12-4_62918_02121_L_kr_1,브레히트 선집 4 영화,한국브레히트학회,AVAILABLE,KR,C12-4,문학
c12-4_12116_02121_L_kr_1,브레히트 선집 5 시,한국브레히트학회,AVAILABLE,KR,C12-4,문학
c12-4_68008_02121_L_kr_1,브레히트 선집 6 시,한국브레히트학회,AVAILABLE,KR,C12-4,문학
c12-4_82262_91522_G_kr_1,마하고니 시의 번영과 몰락,베어톨트 브레히트,AVAILABLE,KR,C12-4,역사
c12-4_26997_45594_L_kr_1,정상의 개들,우르스 비드머,AVAILABLE,KR,C12-4,문학
c12-4_95666_91630_L_kr_1,여자들은 기다림과 씨름한다,페터 빅셀,AVAILABLE,KR,C12-4,문학
c12-4_98535_85149_L_kr_1,존넨알레,토마스 부루시히 (Thomas Brussig),AVAILABLE,KR,C12-4,문학
c12-4_75161_92866_L_kr_1,우리 같은 영웅들,Thomas Brussig,AVAILABLE,KR,C12-4,문학
c12-4_76401_26569_L_kr_1,세비야의 건달들,세르반테스,AVAILABLE,KR,C12-4,문학
c12-4_02460_86179_L_kr_1,메시나의 신부 Die Braut von Messina,프리드리히 쉴러,AVAILABLE,KR,C12-4,문학
c12-4_82819_94963_L_kr_1,삶을 위학 죽음의 미학,이창복,AVAILABLE,KR,C12-4,문학
c12-4_47518_94684_G_kr_1,생도 퇴를레스의 혼란,로베르트 무질,AVAILABLE,KR,C12-4,역사
c12-4_04867_86179_L_kr_1,간계와 사랑 • 빌헬름 텔 Kabale und Liebe • Wilhelm Tell,프리드리히 쉴러,AVAILABLE,KR,C12-4,문학
c12-4_13957_70168_L_kr_1,신비의 혀 페르시나 소네트,샴세딘 모함마드 허페즈 쉬러지,AVAILABLE,KR,C12-4,문학
c12-4_10105_22176_L_kr_1,짝짓기,페터 슈나이더,AVAILABLE,KR,C12-4,문학
c12-4_04626_55318_L_kr_1,죽은 자는 말이 없다,아르투어 슈니츨러,AVAILABLE,KR,C12-4,문학
c12-4_95523_55318_L_kr_1,마지막 도박 Spiel im Morgengrauen,아르투어 슈니츨러,AVAILABLE,KR,C12-4,문학
c12-4_53126_55318_L_kr_1,사랑의 묘약,아르투어 슈니츨러,AVAILABLE,KR,C12-4,문학
c12-4_59273_37063_L_kr_1,카사노바,아르뛰르 슈니츨러,AVAILABLE,KR,C12-4,문학
c12-4_10292_55318_L_kr_1,Reigen 윤무,아르투어 슈니츨러,AVAILABLE,KR,C12-4,문학
c12-4_64048_06291_L_kr_1,빌헬름 텔 WILHELM TELL,F. 쉴러,AVAILABLE,KR,C12-4,문학
c12-4_63280_51748_L_kr_1,귀향,베른하르트 슐링크,AVAILABLE,KR,C12-4,문학
c12-4_09923_75493_G_kr_1,오이디푸스王(왕),소포클레스,AVAILABLE,KR,C12-4,역사
c12-5_57736_83392_SZ_kr_1,시민쉽펠,칼 슈테른하임,AVAILABLE,KR,C12-5,사회과학
c12-5_99709_34798_L_kr_1,인간이해 Menschenkenntnis,알프레드 아들러,AVAILABLE,KR,C12-5,문학
c12-5_73353_21497_L_kr_1,아침부터 자정까지 Von morgens bis mitternachts,게오르크 카이저,AVAILABLE,KR,C12-5,문학
c12-5_63218_19402_L_kr_1,향수: 어느 살인자의 이야기 Das Parfum,파트리크 쥐스킨트,AVAILABLE,KR,C12-5,문학
c12-5_63218_19402_L_kr_2,향수: 어느 살인자의 이야기 Das Parfum,파트리크 쥐스킨트,AVAILABLE,KR,C12-5,문학
c12-5_45617_34427_L_kr_1,끝없는 이야기,미하엘 엔데,AVAILABLE,KR,C12-5,문학
c12-5_60218_47736_L_kr_1,추(醜)와 문학,김충남,AVAILABLE,KR,C12-5,문학
c12-5_93921_19402_L_kr_1,좀머 씨 이야기,파트리크 쥐스킨트,AVAILABLE,KR,C12-5,문학
c12-5_72972_17166_L_kr_1,로시니 혹은 누가 누구와 잤는가 하는 잔인한 문제,헬무트 디틀 · 파트리크 쥐스킨트,AVAILABLE,KR,C12-5,문학
c12-5_30749_95721_L_kr_1,장미와불의꿈 Träume von Rosen und Feuer,어이빈드 욘손 Eyvind Johnson,AVAILABLE,KR,C12-5,문학
c12-5_87116_94963_G_kr_1,"어제보다 늙은, 내일보다 젊은: 우리 삶을 의미 있게 하는 것들에 대하여",이창복,AVAILABLE,KR,C12-5,역사
c12-5_75624_65606_L_kr_1,Great German Short Stories 독일 단편 걸작선,E.T.A. Hoffmann / R.M.Rilke / T.Mann / H.Hesse / F.Kafka,AVAILABLE,KR,C12-5,문학
c12-5_84940_25981_L_kr_1,죽음의 푸가,파울 첼란,AVAILABLE,KR,C12-5,문학
c12-5_66270_12982_G_kr_1,인간 발자크,슈테판 츠바이크,AVAILABLE,KR,C12-5,역사
c12-5_79848_12982_G_kr_1,광기와 우연의 역사: 인류 역사를 바꾼 운명의 순간들,슈테판 츠바이크,AVAILABLE,KR,C12-5,역사
c12-5_34578_12982_L_kr_1,연민: 사랑할 때 버려야 할 지독한 감정,슈테판 츠바이크,AVAILABLE,KR,C12-5,문학
c12-5_19343_12982_L_kr_1,슈테판 츠바이크의 에라스무스 평전: 종교의 광기에 맞서 싸운 인문주의자,슈테판 츠바이크,AVAILABLE,KR,C12-5,문학
c12-5_87861_12982_L_kr_1,슈테판 츠바이크의 메리 스튜어트,슈테판 츠바이크,AVAILABLE,KR,C12-5,문학
c12-5_57102_21497_L_kr_1,메두사의 뗏목 Das Floß der Medusa,게오르크 카이저,AVAILABLE,KR,C12-5,문학
c12-5_36662_42763_L_kr_1,탁월한 지혜(智慧): 비범한 인물들과의 대화,F. 카프라,AVAILABLE,KR,C12-5,문학
c12-5_99415_25930_SZ_kr_1,심판(審判),프란츠 카프라,AVAILABLE,KR,C12-5,사회과학
c12-5_99415_25930_SZ_kr_2,심판(審判),프란츠 카프라,AVAILABLE,KR,C12-5,사회과학
c12-5_99415_25930_SZ_kr_3,심판(審判),프란츠 카프라,AVAILABLE,KR,C12-5,사회과학
c12-5_99415_25930_SZ_kr_4,심판(審判),프란츠 카프라,AVAILABLE,KR,C12-5,사회과학
c12-5_30184_62286_L_kr_1,오드라덱이 들려주는 이야기,프란츠 카프카,AVAILABLE,KR,C12-5,문학
c12-5_37054_62286_L_kr_1,카프카 전집5 성,프란츠 카프카,AVAILABLE,KR,C12-5,문학
c12-5_51029_62286_SZ_kr_1,젊은 산책가의 노트,프란츠 카프카,AVAILABLE,KR,C12-5,사회과학
c12-5_11744_62286_L_kr_1,카프카의 편지: 밀레나에게 Briefe an Milena,프란츠 카프카,AVAILABLE,KR,C12-5,문학
c12-5_38159_23400_L_kr_1,블루프린트 Blueprint,샤를로테 케르너,AVAILABLE,KR,C12-5,문학
c12-5_88920_59754_L_kr_1,옷이 날개外,곳트프리드 켈러,AVAILABLE,KR,C12-5,문학
c12-5_24321_62286_SZ_kr_1,소송,프란츠 카프카,AVAILABLE,KR,C12-5,사회과학
c12-5_92422_75977_L_kr_1,武士들(무사들),쥴리아 크리스테바,AVAILABLE,KR,C12-5,문학
c12-6_68049_35425_G_kr_1,초록의 하인리히 1,고트프리트 켈러,AVAILABLE,KR,C12-6,역사
c12-6_74447_35425_G_kr_1,초록의 하인리히 2,고트프리트 켈러,AVAILABLE,KR,C12-6,역사
c12-6_88359_67784_L_kr_1,망가진 시대 에리히 케스트너의 삶과 문학,클라우스 코르돈,AVAILABLE,KR,C12-6,문학
c12-6_61191_39772_L_kr_1,소설의 곡예사,헬무트 코프만,AVAILABLE,KR,C12-6,문학
c12-6_61191_39772_L_kr_2,소설의 곡예사,헬무트 코프만,AVAILABLE,KR,C12-6,문학
c12-6_69490_65286_G_kr_1,슈타지 문서의 비밀,후베르투스 크나베,AVAILABLE,KR,C12-6,역사
c12-6_74905_37913_L_kr_1,시 Gedichte,라이너 쿤체,AVAILABLE,KR,C12-6,문학
c12-6_58146_72465_L_kr_1,예술을 사랑하는 어느 수도사의 심정 토로 Hezensergiecungen eines kunstliebenden Klosterbruders,"빌헬름 바켄로더, 루트비히 티크",AVAILABLE,KR,C12-6,문학
c12-6_37248_72465_L_kr_1,예술을 사랑하는 어느 수도사의 심정 토로 Hezensergießungen eines kunstliebenden Klosterbruders,"빌헬름 바켄로더, 루트비히 티크",AVAILABLE,KR,C12-6,문학
c12-6_97524_72465_L_kr_1,예술에 관한 판타지 Phantasien über die Kunst,"빌헬름 바켄로더, 루트비히 티크",AVAILABLE,KR,C12-6,문학
c12-6_97524_72465_L_kr_2,예술에 관한 판타지 Phantasien über die Kunst,"빌헬름 바켄로더, 루트비히 티크",AVAILABLE,KR,C12-6,문학
c12-6_43866_96680_L_kr_1,뜨거운 여름 Heißer Sommer,우베 팀,AVAILABLE,KR,C12-6,문학
c12-6_54795_89909_L_kr_1,에피 브리스트 EFFI BRIEST,테오도르 폰타네,AVAILABLE,KR,C12-6,문학
c12-6_21829_75962_SZ_kr_1,정신분석강의,지그문트 프로이트,AVAILABLE,KR,C12-6,사회과학
c12-6_78891_09369_L_kr_1,피상성 예찬 매체 현상학을 위하여,빌렘 플루서,AVAILABLE,KR,C12-6,문학
c12-6_88254_67625_L_kr_1,페널티킥 앞에 선 골키퍼의 불안,페터 한트케,AVAILABLE,KR,C12-6,문학
c12-6_36691_67625_L_kr_1,소망 없는 불행,페터 한트케,AVAILABLE,KR,C12-6,문학
c12-6_42237_47657_L_kr_1,너는 한송이 꽃과 같으니,H. 하이네(Heinrich Heine),AVAILABLE,KR,C12-6,문학
c12-6_49025_15170_L_kr_1,회상록 Memorien,하인리히 하이네,AVAILABLE,KR,C12-6,문학
c12-6_35115_64700_SZ_kr_1,환상동화집 Die Märchen,헤르만 헤세,AVAILABLE,KR,C12-6,사회과학
c12-6_31549_23797_L_kr_1,헤르만 헤세와 동양의 지혜 '진정한 나'를 찾으려는 사람들을 위하여 HERMANN HESSE UND DIE ÖSTLICHE WEISHEIT,李仁雄 (이인웅),AVAILABLE,KR,C12-6,문학
c12-6_31549_23797_L_kr_2,헤르만 헤세와 동양의 지혜 '진정한 나'를 찾으려는 사람들을 위하여 HERMANN HESSE UND DIE ÖSTLICHE WEISHEIT,李仁雄 (이인웅),AVAILABLE,KR,C12-6,문학
c12-6_31549_23797_L_kr_3,헤르만 헤세와 동양의 지혜 '진정한 나'를 찾으려는 사람들을 위하여 HERMANN HESSE UND DIE ÖSTLICHE WEISHEIT,李仁雄 (이인웅),AVAILABLE,KR,C12-6,문학
c12-6_70710_64700_L_kr_1,페터 카멘친트 · 게르트루트 Peter Camenzind·Gertrud,헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_16104_63655_L_kr_1,유리알 유희 Das Glasperlenspel,헤르만 헤세 Hermann Hesse,AVAILABLE,KR,C12-6,문학
c12-6_80634_64700_L_kr_1,동방순례 Die Morgenlandfahrt,헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_80634_64700_L_kr_2,동방순례 Die Morgenlandfahrt,헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_87930_64700_L_kr_1,크눌프 · 데미안,헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_54727_64700_L_kr_1,기다린다는 건 쓸쓸한 소망 하나를 가슴에···,헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_10219_64700_L_kr_1,내 삶과 문학의 오솔길,헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_13211_64700_L_kr_1,꿈꾸며 방황하며 (젊은 날의 肖像(초상)),헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_50658_64700_L_kr_1,괴로움의 위안을 꿈꾸는 너희들이여,헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_14664_63655_G_kr_1,지와 사랑 NARZISS UND GOLDMUND,헤르만 헤세 Hermann Hesse,AVAILABLE,KR,C12-6,역사
c12-6_87464_64700_L_kr_1,나의 아픔이 너에게 위안이 된다면,헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_84758_00295_L_kr_1,헷세의 名詩(명시),Hermann Hesse,AVAILABLE,KR,C12-6,문학
c12-6_11197_64700_L_kr_1,행복,헤르만 헤세,AVAILABLE,KR,C12-6,문학
c12-6_04080_05414_L_kr_1,브람빌라공주 야콥 칼로를 따른 카프리치오 Prinzessin Brambilla Ein Capriccio nach Jakob Callot,E.T.A. Hoffmann,AVAILABLE,KR,C12-6,문학
c12-6_72802_26353_L_kr_1,영화이야기꾼 카를 호프만,게르트 호프만,AVAILABLE,KR,C12-6,문학
c12-6_22032_76047_L_kr_1,히페리온의 노래 횔덜린의 자유와 사랑의 시,J.Ch.F 횔덜린,AVAILABLE,KR,C12-6,문학
c12-6_28129_23639_G_kr_1,로자 룩셈부르크 Rosa Luxemburg,헬무트 히르슈,AVAILABLE,KR,C12-6,역사
c13-1_45118_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 1,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_85049_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 2,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_51622_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 3,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_58440_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 4,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_87992_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 5,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_82573_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 6,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_99959_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 7,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_52589_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 8,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_92488_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 9,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_58499_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 10,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_58499_10639_L_de_2,Große kommentierte Berliner und Frankfurter Ausgabe Stücke 10,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_47553_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Gedichte 1,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_65758_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Gedichte 2,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_15560_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Gedichte 3,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_07128_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Gedichte 4,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
c13-1_30831_10639_L_de_1,Große kommentierte Berliner und Frankfurter Ausgabe Gedichte 5,Bertolt Brecht,AVAILABLE,DE,C13-1,문학
